block_id,drug_drug1_id,drug_drug2_id,cell_line_id,conc_r_unit,conc_c_unit,synergy_zip,synergy_loewe,synergy_hsa,synergy_bliss,ic50_drug1,ic50_drug2,ri_drug1,ri_drug2,css_drug1,css_drug2,css_ri,S_sum,quality,S_mean,S_max,dname_drug1,chembl_id_drug1,inchikey_drug1,smiles_drug1,molecular_formula_drug1,drugbank_id_drug1,kegg_id_drug1,cmaps_name_drug1,dname_drug2,chembl_id_drug2,inchikey_drug2,smiles_drug2,molecular_formula_drug2,drugbank_id_drug2,kegg_id_drug2,cmaps_name_drug2,cell_line_name,cell_disease_id,tumor_location_cosmic,tumor_location_cellosaurus
27693,35,31,28,uM,uM,0.869547031618675,-61.2712023444652,-2.65833889305838,-0.296868723334399,1.76624592313096,28.1110621803845,34.787,-3.896,35.265,72.04,53.6525,22.7615,,38.20700000000001,18.865500000000004,Vorinostat,CHEMBL98,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,DB02546,D06320,vorinostat,temozolomide,CHEMBL810,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,C6H6N6O2,DB00853,D06067,temozolomide,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
30433,8,36,33,uM,uM,-5.96673852556069,-1.00046562285498,1.23628256841221,-8.18201279337795,0.0573050722814169,0.130522148853204,24.122,40.464,54.846,27.555,41.2005,-23.3855,,8.907499999999999,0.7364999999999995,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
30453,8,29,33,uM,uM,-1.24989684351488,1.61616507603954,4.61760518330669,-2.97510250954078,0.0573050722814169,3.86320971337547,24.122,66.101,52.868,68.157,60.5125,-29.7105,,15.401000000000003,-5.588499999999996,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
30737,36,29,33,uM,uM,-6.60343409635158,-4.76938742272095,-1.21383342460602,-9.77420431385575,0.130535933020579,3.86320971337547,40.464,66.101,46.172,69.379,57.7755,-48.7895,,4.493000000000002,-8.325499999999998,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
30929,15,8,33,uM,uM,3.77817583962281,14.0169731354076,14.624024700394,2.65619877825631,0.54348505655389,0.0572809570199721,17.683,24.122,27.45,42.898,35.174,-6.631,,14.2715,11.052,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
30941,15,36,33,uM,uM,8.86735916639884,7.77290293410448,9.98423742632492,2.44933854665896,0.54348505655389,0.130522148853204,17.683,40.464,33.103,43.006,38.0545,-20.0925,,8.980999999999998,-2.4095000000000013,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
30945,15,16,33,uM,uM,-4.39842637511663,-4.90170935529699,0.923249595116554,-6.21154924912734,0.54348505655389,0.113948310213733,17.683,61.089,34.757,53.176,43.9665,-34.8055,,4.580500000000008,-17.122499999999995,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
30965,15,26,33,uM,uM,27.5584946985856,32.7669836933088,32.9206746069416,27.2552513246104,0.54348505655389,0.013843527833231,17.683,6.873,45.473,56.115,50.794,26.238,,38.516,33.111,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
30973,15,29,33,uM,uM,-2.52440116446508,-6.35925533956338,-2.75669540488344,-9.09263069869121,0.54348505655389,3.86320971337547,17.683,66.101,19.724,67.138,43.431,-40.353,,1.5390000000000017,-22.67,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
31165,16,8,33,uM,uM,4.74825486216577,8.02512231884566,13.0926530510067,4.39301353869379,0.113954370228904,0.0572809570199721,61.088,24.122,69.705,61.307,65.506,-19.704,,22.901,4.417999999999999,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
31177,16,36,33,uM,uM,-0.237674300774816,5.57885039247706,8.22246584469501,-1.60455030187746,0.113954370228904,0.130522148853204,61.088,40.464,67.575,55.91,61.7425,-39.8095,,10.966500000000003,0.6544999999999987,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
31193,16,26,33,uM,uM,4.11309671247159,2.89175975965897,5.95142460694163,3.06787811234634,0.113954370228904,0.013843527833231,61.088,6.873,66.752,46.336,56.544,-11.417,,22.5635,-4.544000000000004,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
31201,16,29,33,uM,uM,-0.631051534428022,5.15335481462519,9.42798984968512,-0.505887539945918,0.113954370228904,3.86320971337547,61.088,66.101,71.222,75.883,73.5525,-53.6365,,9.957999999999998,7.451499999999996,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
31713,26,8,33,uM,uM,-9.8524401244047,-14.6204232187415,-14.3301485313737,-19.585314867415,0.0139274529371978,0.0572809570199721,6.873,24.122,6.906,7.328,7.117,-23.878,,-8.380500000000001,-17.005,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
31721,26,36,33,uM,uM,4.39086019294394,3.72430820888689,5.55870218330669,1.89182686144436,0.0139274529371978,0.130522148853204,6.873,40.464,60.804,46.964,53.884,6.547,,30.2155,13.420000000000002,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
31741,26,29,33,uM,uM,2.98899477579008,4.10416905615622,4.3407739686263,1.75945162454176,0.0139274529371978,3.86320971337547,6.873,66.101,56.282,70.808,63.545,-9.429,,27.058,-2.5559999999999974,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,LNCAP,C4863,No COSMIC ID,Prostate carcinoma
89673,12,10,4,uM,uM,1.11321675853349,-2.29245207777736,2.58137232141168,1.97343444056322,5.0,0.0110887210319778,8.775,31.661,60.533,66.505,63.519,23.083,,43.301,31.858,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
89725,31,12,4,uM,uM,0.0475432521702651,-9.19609342430975,3.70586636396755,2.15329710179585,92.0820862226579,5.0,7.622,8.723,42.828,28.49,35.659,19.314,,27.4865,26.936,temozolomide,CHEMBL810,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,C6H6N6O2,DB00853,D06067,temozolomide,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
89733,35,12,4,uM,uM,-0.511132224730641,0.564273724502938,5.70594312064119,2.82151346983574,4.0,5.0,15.385,8.723,45.209,89.641,67.425,43.317,,55.371,52.04,Vorinostat,CHEMBL98,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,DB02546,D06320,vorinostat,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
132682,15,86,28,uM,uM,-0.428324540565462,-3.84770820769531,-3.05218822810535,-2.13524252585422,0.0962370538852604,2.49238167529758,-0.007,0.335,-1.352,-2.807,-2.0795,-2.4075,,-2.2435,-2.4145,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,methoxsalen,CHEMBL416,QXKHYNVANLEOEG-UHFFFAOYSA-N,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,C12H8O4,DB00553,D00139,methoxsalen,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
132824,75,77,38,uM,uM,1.49241984003375,-5.11171634158583,-2.32979797542491,1.29315434115819,10.6932086884918,0.0596165988286443,-3.148,-0.546,-0.747,-1.028,-0.8875,2.8065,,0.9595,-0.3414999999999999,ifosfamide,CHEMBL1024,HOMGKSMUEGBAAB-UHFFFAOYSA-N,C1CN(P(=O)(OC1)NCCCl)CCCl,C7H15Cl2N2O2P,DB01181,D00343,ifosfamide,IMIQUIMOD,CHEMBL1282,DOUYETYNHWVLEO-UHFFFAOYSA-N,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,C14H16N4,DB00724,D02500,imiquimod,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
133081,74,90,28,uM,uM,1.27564326058599,-4.52336201075408,-6.33141634625221,-3.27182775075518,1.42754821483657,0.0117946741736568,-0.472,-1.69,-2.217,-4.137,-3.177,-1.015,,-2.096,-2.705,hydroxyurea,CHEMBL467,VSNHCAURESNICA-UHFFFAOYSA-N,C(=O)(N)NO,CH4N2O2,DB01005,D00341,hydroxyurea,Nilotinib,CHEMBL255863,HHZIURLSWUIHRB-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,C28H22F3N7O,DB04868,D08953,nilotinib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
133430,100,78,38,uM,uM,-3.64958640748641,-6.49464213063752,-1.56925799825501,-4.50494613776845,0.0012830732054421,0.0203391763747341,25.903,26.291,33.886,46.313,40.0995,-12.0945,,14.002499999999998,13.8085,Romidepsin,CHEMBL343448,OHRURASPPZQGQM-GCCNXGTGSA-N,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,C24H36N4O6S2,,D06637,romidepsin,Ixabepilone,CHEMBL1201752,FABUFPQFXZVHFB-PVYNADRNSA-N,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,C27H42N2O5S,DB04845,D04645,ixabepilone,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
134087,43,35,38,uM,uM,-8.37615744919893,-1.70146934452968,0.162569913556384,-1.85955666436163,0.0607480543864306,0.176022954412325,5.36,16.408,20.952,19.627,20.2895,-1.4785,,9.4055,3.881499999999999,anastrozole,CHEMBL1399,YBBLVLTVTVSKRW-UHFFFAOYSA-N,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,C17H19N5,DB01217,D00960,anastrozole,Vorinostat,CHEMBL98,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,DB02546,D06320,vorinostat,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
134242,35,15,38,uM,uM,-5.47100775856624,-0.843976713401558,-0.0491070075254121,-3.16618427324256,1.0,3.0,14.126,4.271,19.881,28.456,24.1685,5.7715,,14.970000000000002,10.042500000000002,Vorinostat,CHEMBL98,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,DB02546,D06320,vorinostat,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
134444,96,85,28,uM,uM,-5.11925059120612,-4.95530877633811,-5.19555392520176,0.464742681169337,0.0002694964940544,2.0,-8.679,21.08,45.767,16.258,31.0125,18.6115,,24.812,9.9325,Pralatrexate,CHEMBL1201746,OGSBUKJUDHAQEA-WMCAAGNKSA-N,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,C23H23N7O5,DB06813,D05589,pralatrexate,6-Mercaptopurine,CHEMBL1425,GLVAUDGFNGKCSF-UHFFFAOYSA-N,C1=NC2=C(N1)C(=S)N=CN2,C5H4N4S,DB01033,D04931,mercaptopurine,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
134692,35,29,38,uM,uM,-6.52020175777558,-51.5801500878241,-8.99577367419208,-7.79449951091741,1.0,3.23217375956692,19.184,-1.131,5.15,25.332,15.241,-2.812,,6.214499999999999,-3.9430000000000014,Vorinostat,CHEMBL98,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,DB02546,D06320,vorinostat,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
135062,86,78,38,uM,uM,0.675554013077635,-23.086626434842,-2.60109327359649,-2.06841027945858,0.206557764542352,0.0121596555881956,-2.64,35.749,19.436,33.2,26.318,-6.791,,9.7635,-9.431,methoxsalen,CHEMBL416,QXKHYNVANLEOEG-UHFFFAOYSA-N,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,C12H8O4,DB00553,D00139,methoxsalen,Ixabepilone,CHEMBL1201752,FABUFPQFXZVHFB-PVYNADRNSA-N,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,C27H42N2O5S,DB04845,D04645,ixabepilone,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
135070,388,74,28,uM,uM,1.19265038043865,-2.98557514987554,-2.41733386958515,5.39639852636593,1.0,66.352712224773,-8.397,0.812,9.039,-11.073,-1.017,6.568,,2.7755,-1.829,raloxifene,CHEMBL81,GZUITABIAKMVPG-UHFFFAOYSA-N,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,C28H27NO4S,DB00481,D08465,raloxifene,hydroxyurea,CHEMBL467,VSNHCAURESNICA-UHFFFAOYSA-N,C(=O)(N)NO,CH4N2O2,DB01005,D00341,hydroxyurea,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
135175,80,86,28,uM,uM,1.55183082023,1.93043303356384,1.56228363062882,2.65956094950338,0.0128260710191966,2.49238167529758,-1.538,0.335,6.218,2.02,4.119,5.322,,4.7205,3.784,letrozole,CHEMBL1444,HPJKCIUCZWXJDR-UHFFFAOYSA-N,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,C17H11N5,DB01006,D00964,letrozole,methoxsalen,CHEMBL416,QXKHYNVANLEOEG-UHFFFAOYSA-N,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,C12H8O4,DB00553,D00139,methoxsalen,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
135200,388,88,28,uM,uM,0.309786066053255,-28.2678606549395,-2.46922059186845,-0.890093547851801,0.024411737372345,0.14481097739648,-3.094,33.11,44.194,32.068,38.131,8.115,,23.123,5.021000000000001,raloxifene,CHEMBL81,GZUITABIAKMVPG-UHFFFAOYSA-N,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,C28H27NO4S,DB00481,D08465,raloxifene,mitoxantrone,CHEMBL58,KKZJGLLVHKMTCM-UHFFFAOYSA-N,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,C22H28N4O6,DB01204,D08224,mitoxantrone,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
135470,15,85,38,uM,uM,-2.66943212613062,-3.01001267037895,0.427669111111111,-2.86064870009506,3.0,0.258629758303853,13.903,26.013,34.777,42.139,38.458,-1.45800000000001,,18.5,12.444999999999997,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,6-Mercaptopurine,CHEMBL1425,GLVAUDGFNGKCSF-UHFFFAOYSA-N,C1=NC2=C(N1)C(=S)N=CN2,C5H4N4S,DB01033,D04931,mercaptopurine,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
135592,72,108,38,uM,uM,-2.04932214866124,2.36696874455822,3.26678215555556,-0.426151612838977,10.0,1.03364605094231,6.867,30.715,34.906,41.167,38.0365,0.454500000000003,,19.2455,7.321499999999997,Gefitinib,CHEMBL939,XGALLCVXEZPNRQ-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,C22H24ClFN4O3,DB00317,D01977,gefitinib,6-Thioguanine,CHEMBL727,WYWHKKSPHMUBEB-UHFFFAOYSA-N,C1=NC2=C(N1)C(=S)N=C(N2)N,C5H5N5S,DB00352,D08603,thioguanine,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
135688,30,78,28,uM,uM,9.95236699307119,0.178573292922419,9.00876455555555,7.82802104918163,1.0,0.0049349515627974,4.199,77.504,74.384,84.451,79.4175,-2.28550000000001,,38.566,1.913499999999999,Sunitinib,CHEMBL535,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,C22H27FN4O2,DB01268,D06402,sunitinib,Ixabepilone,CHEMBL1201752,FABUFPQFXZVHFB-PVYNADRNSA-N,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,C27H42N2O5S,DB04845,D04645,ixabepilone,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
135817,80,75,38,uM,uM,-0.12639291947574,-1.38627571965591,-2.76891723333333,-2.77840537526792,0.0555780422137958,100.0,0.55,1.939,-0.104,-0.698,-0.401,-2.89,,-1.6455,-2.34,letrozole,CHEMBL1444,HPJKCIUCZWXJDR-UHFFFAOYSA-N,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,C17H11N5,DB01006,D00964,letrozole,ifosfamide,CHEMBL1024,HOMGKSMUEGBAAB-UHFFFAOYSA-N,C1CN(P(=O)(OC1)NCCCl)CCCl,C7H15Cl2N2O2P,DB01181,D00343,ifosfamide,MCF7,C4194,Breast (Carcinoma),Invasive breast carcinoma of no special type
