block_id,drug_row_id,drug_col_id,cell_line_id,conc_r_unit,conc_c_unit,synergy_zip,synergy_loewe,synergy_hsa,synergy_bliss,ic50_row,ic50_col,ri_row,ri_col,css_row,css_col,css_ri,S_sum,quality,S_mean,S_max,dname_row,chembl_id_row,inchikey_row,smiles_row,molecular_formula_row,drugbank_id_row,kegg_id_row,cmaps_name_row,dname_col,chembl_id_col,inchikey_col,smiles_col,molecular_formula_col,drugbank_id_col,kegg_id_col,cmaps_name_col,cell_line_name,cell_disease_id,tumor_location_cosmic,tumor_location_cellosaurus
26021,12,26,28,uM,uM,-1.25386459665373,-0.320776903224186,2.46154209511656,-2.0169213342809,5.0,0.0047899367025841,9.3,57.817,48.775,75.814,62.2945,-4.82250000000001,,28.736,4.477499999999999,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26025,12,28,28,uM,uM,15.037400050764,11.5594797562403,17.0139839037912,13.8451368789601,5.0,0.005,9.3,10.812,70.738,63.115,66.9265,46.8145,,56.87050000000001,56.11450000000001,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O,C22H20N2O5,DB05482,C11173,SN-38,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26029,12,29,28,uM,uM,-1.47196668497127,-1.73321415030771,4.49228584511656,0.916964737568452,5.0,5.63752169768596,9.3,60.964,54.745,79.51,67.1275,-3.1365,,31.9955,6.163499999999999,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26037,13,2,28,uM,uM,7.0265916995066,-27.3699400251986,4.08417958194163,7.36847796474035,1.46662379502088,2.56897684420797,16.604,-4.166,24.251,57.498,40.8745,28.4365,,34.6555,24.2705,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26041,13,3,28,uM,uM,8.95581989798816,5.14770797006575,12.3510026315663,10.1388938921113,1.46662379502088,0.272102312999941,16.604,24.091,70.976,67.74,69.358,28.663,,49.01050000000001,45.267,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26045,13,4,28,uM,uM,2.65547583214704,5.56521242521749,8.3740523171434,3.12415453328896,1.46662379502088,0.0437439398816446,16.604,35.101,49.603,54.727,52.165,0.460000000000001,,26.3125,17.064,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26049,13,5,28,uM,uM,2.60290353979344,-1.12629225451359,2.75313046291689,2.43738058606658,1.46662379502088,0.0036938532405762,16.604,52.363,58.481,71.267,64.874,-4.093,,30.3905,12.510999999999996,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Bortezomib,CHEMBL325041,GXJABQQUPOEUTA-RDJZCZTQSA-N,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C19H25BN4O4,DB00188,D03150,bortezomib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26053,13,8,28,uM,uM,4.05399358887227,7.35013549694351,9.46139567646754,3.12535655287218,1.46662379502088,0.118033389259186,16.604,43.276,50.128,71.86,60.994,1.114,,31.054,17.717999999999996,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26057,13,10,28,uM,uM,2.79580702454416,1.30546847050343,5.03790271843512,4.0534805302861,1.46662379502088,0.0075883401911804,16.604,38.464,50.272,60.249,55.2605,0.192500000000003,,27.7265,16.7965,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26061,13,12,28,uM,uM,9.66744880202483,9.21442819745417,12.5012781475156,10.1479194734053,1.46662379502088,5.0,16.604,9.298,63.561,65.796,64.6785,38.7765,,51.7275,48.0745,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26065,13,36,28,uM,uM,1.35692534471921,-1.77052970841885,2.34698209511659,-0.617829290696119,1.46662379502088,0.0344118931374301,16.604,79.99,53.127,89.151,71.139,-25.455,,22.842,-8.850999999999999,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26069,13,15,28,uM,uM,5.61834619068963,5.5367959054168,8.04622621001561,5.36028339826101,1.46662379502088,4.18286321924403,16.604,10.617,71.532,57.375,64.4535,37.2325,,50.843,47.849500000000006,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26073,13,16,28,uM,uM,-0.588815143240334,3.44453872133226,5.59742822341631,1.1017618037548,1.46662379502088,2.21500559399647,16.604,21.792,53.701,60.823,57.262,18.866,,38.064,35.47,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26093,13,26,28,uM,uM,-0.0291846252826196,2.06329806477854,5.59199536220385,0.355125585917869,1.46662379502088,0.0047899367025841,16.604,57.817,57.375,70.622,63.9985,-10.4225,,26.788000000000004,6.1815,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26097,13,29,28,uM,uM,-2.26133168091796,-5.27751758276032,0.340418752879716,-3.10590808557581,1.46662379502088,5.63752169768596,16.604,60.964,53.456,73.496,63.476,-14.092,,24.692,2.5120000000000005,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26101,13,30,28,uM,uM,3.92270208791535,3.27247453607232,9.13288822341631,3.97809460020213,1.46662379502088,2.33877884349832,16.604,32.46,58.843,58.906,58.8745,9.8105,,34.3425,26.4145,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Sunitinib,CHEMBL535,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,C22H27FN4O2,DB01268,D06402,sunitinib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26105,13,31,28,uM,uM,4.53950069436821,-47.0121302690948,3.24211708194162,6.30832607246416,1.46662379502088,28.1110621803845,16.604,-3.896,15.765,32.36,24.0625,11.3545,,17.7085,7.458500000000001,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,temozolomide,CHEMBL810,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,C6H6N6O2,DB00853,D06067,temozolomide,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26109,13,35,28,uM,uM,6.34529633524003,5.86325096687017,10.1948002565663,7.4043732127614,1.46662379502088,1.76535402335707,16.604,34.787,79.211,69.253,74.232,22.841,,48.5365,39.445,etoposide,CHEMBL44657,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,C29H32O13,DB00773,D00125,etoposide,Vorinostat,CHEMBL98,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,DB02546,D06320,vorinostat,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26113,36,4,28,uM,uM,1.70617730666668,2.84826913835068,6.13958793462199,0.809039272673395,0.0344131146168697,0.0437439398816446,80.509,35.101,86.629,69.467,78.048,-37.562,,20.243,-2.4609999999999985,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26117,36,10,28,uM,uM,1.14972491231479,-0.389231181114416,2.94817702174799,-0.0989917948061357,0.0344131146168697,0.0075883401911804,80.509,38.464,89.029,69.161,79.095,-39.878,,19.6085,-1.4140000000000017,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26129,36,28,28,uM,uM,2.14180174662054,-3.68958956451269,2.48386927356366,0.134107754166846,0.0344131146168697,0.005,80.509,10.812,90.291,54.146,72.2185,-19.1025,,26.558000000000007,-8.290499999999994,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O,C22H20N2O5,DB05482,C11173,SN-38,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26133,36,29,28,uM,uM,-0.75667894773011,-1.98977991487567,2.95039819024714,-1.54250430004616,0.0344131146168697,5.63752169768596,80.509,60.964,83.831,65.93,74.8805,-66.5925,,4.143999999999991,-5.6285000000000025,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26141,14,2,28,uM,uM,12.5333952424845,-29.7127318644769,7.68784385694163,10.263067666795,0.0035412716570633,2.56897684420797,38.091,-4.166,46.418,59.149,52.7835,18.8585,,35.821,14.692499999999995,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26145,14,3,28,uM,uM,29.1269379842829,23.6663967844871,32.7167520304247,28.6338882157489,0.0035412716570633,0.272102312999941,38.091,24.091,93.604,91.396,92.5,30.318,,61.409,54.409,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26149,14,4,28,uM,uM,2.96132107433919,6.30695834043772,12.1084723450299,2.64354664013806,0.0035412716570633,0.0437439398816446,38.091,35.101,63.993,62.373,63.183,-10.009,,26.587,25.092,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26153,14,5,28,uM,uM,5.83483078947356,0.890847216349325,7.14250232141168,6.20456455589736,0.0035412716570633,0.0036938532405762,38.091,52.363,74.971,76.297,75.634,-14.82,,30.407,23.271,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,Bortezomib,CHEMBL325041,GXJABQQUPOEUTA-RDJZCZTQSA-N,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C19H25BN4O4,DB00188,D03150,bortezomib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26157,14,8,28,uM,uM,5.56349986603676,12.9824404458632,16.6857897825299,5.47306272992095,0.0035412716570633,0.118033389259186,38.091,43.276,66.717,69.895,68.306,-13.061,,27.622499999999995,25.029999999999998,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26161,14,10,28,uM,uM,-0.591676876140224,-4.16867031130682,1.91730579382539,-1.36521224648172,0.0035412716570633,0.0075883401911804,38.091,38.464,59.294,58.464,58.879,-17.676,,20.601499999999994,20.415,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26165,14,12,28,uM,uM,9.56695114136231,8.18159004371129,13.907802771748,9.32676253851361,0.0035412716570633,5.0,38.091,9.298,66.494,64.005,65.2495,17.8605,,41.55499999999999,27.1585,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26169,14,36,28,uM,uM,-0.458732056224912,-0.901722113869467,3.61480173579245,-1.60268422413183,0.0035412716570633,0.0344118931374301,38.091,79.99,66.956,86.365,76.6605,-41.4205,,17.620000000000005,-3.329499999999996,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26173,14,15,28,uM,uM,9.92524708221232,9.21085719932164,14.3385519421541,9.25608157733552,0.0035412716570633,4.18286321924403,38.091,10.617,81.995,61.729,71.862,23.154,,47.508,33.770999999999994,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26177,14,16,28,uM,uM,4.54789643097976,8.80345458038006,12.3734811016768,4.19875850811633,0.0035412716570633,2.21500559399647,38.091,21.792,64.335,57.232,60.7835,0.900499999999994,,30.841999999999995,22.692499999999995,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26197,14,26,28,uM,uM,-4.80755397024424,0.722117251397935,5.32619073166688,-4.07235570393527,0.0035412716570633,0.0047899367025841,38.091,57.817,60.718,68.165,64.4415,-31.4665,,16.487500000000004,6.624500000000005,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
26201,14,29,28,uM,uM,-3.77676047605476,-5.3110486922267,2.60347698166688,-3.70876582480499,0.0035412716570633,5.63752169768596,38.091,60.964,58.916,68.798,63.857,-35.198,,14.329499999999996,2.8930000000000007,gemcitabine,CHEMBL888,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,C9H11F2N3O4,DB00441,D02368,gemcitabine,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,HT29,C4349,Large intestine; Colon (Carcinoma),Colon adenocarcinoma
