	dname_drug1	chembl_id_drug1	dname_drug2	chembl_id_drug2	cell_line_name	NCI_thesaurus_code	disease_cui	drug1_target_count	drug2_target_count	proteins_in_LCC	oc_drug1_drug2	oc_dis_drug1	oc_dis_drug2	ji_drug1_drug2	ji_dis_drug1	ji_dis_drug2	min_spl_dis_dru1	Closest_distance_dis_dru1	Dc_mean_dis_dru1	Dc_std_dis_dru1	Dc_zscore_dis_dru1	min_spl_dis_dru2	Closest_distance_dis_dru2	Dc_mean_dis_dru2	Dc_std_dis_dru2	Dc_zscore_dis_dru2	min_spl_dru1_dru2	obs_sep_dru1_dru2	sep_mean_dru1_dru2	sep_std_dru1_dru2	zscore_dru1_dru2	pvalue_dru1_dru2	ratio_links_dis_dru1	ratio_links_dis_dru2
144	Vorinostat	CHEMBL98	anastrozole	CHEMBL1399	HT29	C4349	C0338106	4	1	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	2.0	2.0	1.778	0.4297859932571093	0.5165361446928163	3.0	-inf	-inf				0.0550092290231879	0.0
145	anastrozole	CHEMBL1399	Pralatrexate	CHEMBL1201746	MCF7	C4194	C1134719	1	2	280.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.751	0.4505541032994816	0.5526528294305441	2.0	2.0	1.6495	0.3569310157439389	0.9819824687116784	3.0	-inf	-inf				0.0	0.0
146	letrozole	CHEMBL1444	Bortezomib	CHEMBL325041	HT29	C4349	C0338106	1	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.769	0.4512637809530032	0.5118957242971325	1.0	1.0	1.0443333333333336	0.1761662724688115	-0.2516561922554292	3.0	-inf	-inf				0.0	0.0512423491693383
147	Lapatinib	CHEMBL554	Sorafenib	CHEMBL1336	A549	C3512	C0152013	2	10	1834.0	0.0	1.0	1.0	0.0	0.0010905125408942	0.0054525627044711	0.0	0.0	0.7	0.3209361307176243	-2.181119334974145	0.0	0.0	0.8348000000000002	0.1169143276078685	-7.140271146235604	1.0	0.4666666666666668	0.12855	0.3110888721714245	1.086881264207833	0.2770892874545683	0.3279994259471871	0.3946742377920231
148	Dasatinib	CHEMBL1421	hydroxyurea	CHEMBL467	MCF7	C4194	C1134719	10	1	280.0	0.0	0.1	0.0	0.0	0.0034602076124567	0.0	0.0	0.9	0.9991	0.0900510410822662	-1.1004869994725222	1.0	1.0	1.213	0.4665093782551429	-0.4565824609928984	2.0	-inf	-inf				0.1039300632650164	0.0714285714285714
149	Sorafenib	CHEMBL1336	Bortezomib	CHEMBL325041	HT29	C4349	C0338106	10	3	238.0	0.0	0.2	0.0	0.0	0.008130081300813	0.0	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	1.0	1.0	1.0443333333333336	0.1761662724688115	-0.2516561922554292	2.0	0.8769230769230771	0.0371653846153846	0.199194560280063	4.215766189232338	2.489315697551397e-05	0.0785112659317768	0.0512423491693383
150	Pralatrexate	CHEMBL1201746	Ixabepilone	CHEMBL1201752	HT29	C4349	C0338106	2	1	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.5	1.6695	0.3232951437927888	-0.5242887289041326	1.0	1.0	0.934	0.2482820976228451	0.265826656983774	2.0	-inf	-inf				0.0625	0.0546218487394958
151	Nilotinib	CHEMBL255863	Lapatinib	CHEMBL554	HT29	C4349	C0338106	2	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.0	0.9665	0.1874239845910869	0.1787391302830784	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	1.0	0.25	-0.42775	0.2595042148019951	2.611710952429546	0.009009038779814	0.0402497085114652	0.0632462686567164
152	raloxifene	CHEMBL81	Ruxolitinib	CHEMBL1789941	MCF7	C4194	C1134719	2	2	280.0	0.0	1.0	0.0	0.0	0.0071428571428571	0.0	0.0	0.0	0.446	0.1551902058765307	-2.873892701417237	1.0	1.0	1.002	0.2235978532991763	-0.0089446297023432	2.0	1.0	-0.297	0.4487939393530175	2.889967725209833	0.0038528138024291	0.0364866414402018	0.1277665995975855
153	6-Mercaptopurine	CHEMBL1425	Nilotinib	CHEMBL255863	HT29	C4349	C0338106	3	2	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.3333333333333333	1.3296666666666666	0.2391835650243924	0.0153299273145827	1.0	1.0	0.9665	0.1874239845910869	0.1787391302830784	2.0	0.5	-0.1083666666666667	0.3244002996984503	1.8753579057484848	0.0607435020419633	0.0435185185185185	0.0402497085114652
154	Pralatrexate	CHEMBL1201746	thalidomide	CHEMBL468	MCF7	C4194	C1134719	2	6	280.0	0.0	0.0	0.1666666666666666	0.0	0.0	0.0035087719298245	2.0	2.0	1.6495	0.3569310157439389	0.9819824687116784	0.0	1.3333333333333333	1.2891666666666666	0.1542702354816234	0.2862941547264819	2.0	-0.541666666666667	0.003875	0.3204606899752986	-1.7023668853384726	0.0886866136570738	0.0	0.0308243727598566
155	Sunitinib	CHEMBL535	IMIQUIMOD	CHEMBL1282	MCF7	C4194	C1134719	8	2	280.0	0.0	0.125	0.0	0.0	0.0034843205574912	0.0	0.0	0.875	1.1356428571428572	0.1401106341285998	-1.8602646313314624	2.0	2.0	1.639	0.3566216482492334	1.0122773022116331	3.0	1.875	0.0590624999999999	0.3165777390211605	5.736150323186875	9.685270585535475e-09	0.1010456977291804	0.0
156	Lapatinib	CHEMBL554	anastrozole	CHEMBL1399	HT29	C4349	C0338106	2	1	238.0	0.0	1.0	0.0	0.0	0.0084033613445378	0.0	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	2.0	2.0	1.778	0.4297859932571093	0.5165361446928163	3.0	-inf	-inf				0.0632462686567164	0.0
157	Vorinostat	CHEMBL98	Pralatrexate	CHEMBL1201746	HT29	C4349	C0338106	4	2	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	1.0	1.5	1.6695	0.3232951437927888	-0.5242887289041326	2.0	-0.4166666666666665	0.0539583333333333	0.3801314990858061	-1.2380584117123292	0.215694402999617	0.0550092290231879	0.0625
158	Imatinib	CHEMBL941	Pralatrexate	CHEMBL1201746	HT29	C4349	C0338106	8	2	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.125	1.152875	0.1476519873723344	-0.1887885188413186	1.0	1.5	1.6695	0.3232951437927888	-0.5242887289041326	2.0	0.1749999999999998	0.0189749999999999	0.2928661372965471	0.5327519304221018	0.5942053130607459	0.0535567527472243	0.0625
159	Vorinostat	CHEMBL98	hydroxyurea	CHEMBL467	HT29	C4349	C0338106	4	1	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	1.0	1.0	1.281	0.4960231849419944	-0.5665057774121193	2.0	-inf	-inf				0.0550092290231879	0.0714285714285714
160	allopurinol	CHEMBL1467	Bortezomib	CHEMBL325041	MCF7	C4194	C1134719	1	3	280.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.886	0.4062068438615972	-2.1811547820742225	1.0	1.0	1.030333333333333	0.1821839729504217	-0.1664983633965859	2.0	-inf	-inf				0.3333333333333333	0.0537683377052365
161	Nilotinib	CHEMBL255863	Vorinostat	CHEMBL98	A549	C3512	C0152013	2	4	1834.0	0.0	1.0	0.75	0.0	0.0010905125408942	0.0016348773841961	0.0	0.0	0.748	0.3057711562590559	-2.4462739035014747	0.0	0.25	0.764	0.2157637597002795	-2.382235092278725	2.0	0.75	0.109625	0.2823353717704846	2.268135926378265	0.0233209232566127	0.3138359891177613	0.2641156411462355
162	hydroxyurea	CHEMBL467	Nilotinib	CHEMBL255863	MCF7	C4194	C1134719	1	2	280.0	0.0	0.0	0.5	0.0	0.0	0.0035587188612099	1.0	1.0	1.213	0.4665093782551429	-0.4565824609928984	0.0	0.5	0.9655	0.1804432043608182	-2.579759108407186	2.0	-inf	-inf				0.0714285714285714	0.0965798678585309
163	Imatinib	CHEMBL941	hydroxyurea	CHEMBL467	HT29	C4349	C0338106	8	1	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.125	1.152875	0.1476519873723344	-0.1887885188413186	1.0	1.0	1.281	0.4960231849419944	-0.5665057774121193	2.0	-inf	-inf				0.0535567527472243	0.0714285714285714
164	Sunitinib	CHEMBL535	IMIQUIMOD	CHEMBL1282	HT29	C4349	C0338106	8	2	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	2.0	2.0	1.628	0.3414908490721237	1.089341049725853	3.0	1.875	0.0590624999999999	0.3165777390211605	5.736150323186875	9.685270585535475e-09	0.0681347279378319	0.0
165	6-Mercaptopurine	CHEMBL1425	thalidomide	CHEMBL468	MCF7	C4194	C1134719	3	6	280.0	0.0	0.0	0.1666666666666666	0.0	0.0	0.0035087719298245	1.0	1.6666666666666667	1.304	0.2390388160018275	1.517187345271548	0.0	1.3333333333333333	1.2891666666666666	0.1542702354816234	0.2862941547264819	1.0	-0.3888888888888893	-0.0724166666666666	0.253704879525526	-1.2474029778776146	0.2122497752145	0.0308641975308641	0.0308243727598566
166	raloxifene	CHEMBL81	6-Mercaptopurine	CHEMBL1425	HT29	C4349	C0338106	2	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9295	0.1740107755284137	0.405147323698286	1.0	1.3333333333333333	1.3296666666666666	0.2391835650243924	0.0153299273145827	1.0	0.3	-0.3067666666666667	0.3686548988477495	1.6458934048161251	0.0997857070297736	0.0268294920307304	0.0435185185185185
167	raloxifene	CHEMBL81	Sorafenib	CHEMBL1336	MCF7	C4194	C1134719	2	10	280.0	0.0	1.0	0.3	0.0	0.0071428571428571	0.0104529616724738	0.0	0.0	0.446	0.1551902058765307	-2.873892701417237	0.0	0.7	1.0881999999999998	0.1214115315775235	-3.197389860386754	2.0	0.8	-0.1156999999999999	0.3148626843562127	2.908251899942655	0.0036345544308766	0.0364866414402018	0.1008023624320745
168	letrozole	CHEMBL1444	Pralatrexate	CHEMBL1201746	HT29	C4349	C0338106	1	2	238.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.769	0.4512637809530032	0.5118957242971325	1.0	1.5	1.6695	0.3232951437927888	-0.5242887289041326	3.0	-inf	-inf				0.0	0.0625
169	6-Mercaptopurine	CHEMBL1425	Nilotinib	CHEMBL255863	MCF7	C4194	C1134719	3	2	280.0	0.0	0.0	0.5	0.0	0.0	0.0035587188612099	1.0	1.6666666666666667	1.304	0.2390388160018275	1.517187345271548	0.0	0.5	0.9655	0.1804432043608182	-2.579759108407186	2.0	0.5	-0.1083666666666667	0.3244002996984503	1.8753579057484848	0.0607435020419633	0.0308641975308641	0.0965798678585309
170	letrozole	CHEMBL1444	Imatinib	CHEMBL941	MCF7	C4194	C1134719	1	8	280.0	0.0	0.0	0.125	0.0	0.0	0.0034843205574912	2.0	2.0	1.765	0.4536242938820627	0.5180498557272982	0.0	0.875	1.118625	0.1356926098761461	-1.7954183372430492	3.0	-inf	-inf				0.0	0.0985889310896961
171	Dasatinib	CHEMBL1421	Sunitinib	CHEMBL535	HT29	C4349	C0338106	10	8	238.0	0.25	0.0	0.0	0.125	0.0	0.0	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	0.0	-0.3416666666666667	0.0386180555555555	0.168306842519286	-2.25947273759025	0.0238539942831794	0.0565339519446635	0.0681347279378319
172	Vorinostat	CHEMBL98	6-Mercaptopurine	CHEMBL1425	HT29	C4349	C0338106	4	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	1.0	1.3333333333333333	1.3296666666666666	0.2391835650243924	0.0153299273145827	2.0	0.25	-0.0576130952380953	0.2972389214731005	1.0349018012633775	0.3007147733543083	0.0550092290231879	0.0435185185185185
173	celecoxib	CHEMBL118	Dasatinib	CHEMBL1421	MCF7	C4194	C1134719	4	10	280.0	0.0	0.0	0.1	0.0	0.0	0.0034602076124567	1.0	1.5	1.60925	0.1989255688553999	-0.5492003900183113	0.0	0.9	0.9991	0.0900510410822662	-1.1004869994725222	1.0	0.1285714285714285	-0.0301931670751044	0.2151074311734525	0.738071180435011	0.4604711956207326	0.053030303030303	0.1039300632650164
174	Pralatrexate	CHEMBL1201746	6-Mercaptopurine	CHEMBL1425	MCF7	C4194	C1134719	2	3	280.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.6495	0.3569310157439389	0.9819824687116784	1.0	1.6666666666666667	1.304	0.2390388160018275	1.517187345271548	2.0	-0.7999999999999998	-0.1305666666666667	0.3854926299915184	-1.7365658413445202	0.0824638332601592	0.0	0.0308641975308641
175	celecoxib	CHEMBL118	Sunitinib	CHEMBL535	MCF7	C4194	C1134719	4	8	280.0	0.0	0.0	0.125	0.0	0.0	0.0034843205574912	1.0	1.5	1.60925	0.1989255688553999	-0.5492003900183113	0.0	0.875	1.1356428571428572	0.1401106341285998	-1.8602646313314624	2.0	0.375	-0.0512108980827447	0.2256412197779175	1.888887582252185	0.0589068937355785	0.053030303030303	0.1010456977291804
176	Nilotinib	CHEMBL255863	Bortezomib	CHEMBL325041	MCF7	C4194	C1134719	2	3	280.0	0.0	0.5	0.0	0.0	0.0035587188612099	0.0	0.0	0.5	0.9655	0.1804432043608182	-2.579759108407186	1.0	1.0	1.030333333333333	0.1821839729504217	-0.1664983633965859	2.0	1.0	-0.023	0.287444487394233	3.5589480573233097	0.0003723431547066	0.0965798678585309	0.0537683377052365
177	thalidomide	CHEMBL468	IMIQUIMOD	CHEMBL1282	HT29	C4349	C0338106	6	2	238.0	0.0	0.1666666666666666	0.0	0.0	0.0041152263374485	0.0	0.0	1.1666666666666667	1.3111666666666668	0.1541383757825704	-0.9374693308292912	2.0	2.0	1.628	0.3414908490721237	1.089341049725853	2.0	1.2083333333333333	0.013125	0.3324565943890687	3.5950808421462668	0.0003242908608787	0.0361324458098651	0.0
178	raloxifene	CHEMBL81	Imatinib	CHEMBL941	MCF7	C4194	C1134719	2	8	280.0	0.0	1.0	0.125	0.0	0.0071428571428571	0.0034843205574912	0.0	0.0	0.446	0.1551902058765307	-2.873892701417237	0.0	0.875	1.118625	0.1356926098761461	-1.7954183372430492	1.0	0.7749999999999999	-0.2322249999999999	0.3111505654421987	3.237098407867455	0.0012075176365249	0.0364866414402018	0.0985889310896961
179	hydroxyurea	CHEMBL467	Sorafenib	CHEMBL1336	MCF7	C4194	C1134719	1	10	280.0	0.0	0.0	0.3	0.0	0.0	0.0104529616724738	1.0	1.0	1.213	0.4665093782551429	-0.4565824609928984	0.0	0.7	1.0881999999999998	0.1214115315775235	-3.197389860386754	2.0	-inf	-inf				0.0714285714285714	0.1008023624320745
180	Dasatinib	CHEMBL1421	Pralatrexate	CHEMBL1201746	MCF7	C4194	C1134719	10	2	280.0	0.0	0.1	0.0	0.0	0.0034602076124567	0.0	0.0	0.9	0.9991	0.0900510410822662	-1.1004869994725222	2.0	2.0	1.6495	0.3569310157439389	0.9819824687116784	2.0	0.0333333333333336	0.11025	0.3015822971337085	-0.2550437058066606	0.7986893427801147	0.1039300632650164	0.0
181	anastrozole	CHEMBL1399	Vorinostat	CHEMBL98	HT29	C4349	C0338106	1	4	238.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.778	0.4297859932571093	0.5165361446928163	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	3.0	-inf	-inf				0.0	0.0550092290231879
182	letrozole	CHEMBL1444	Romidepsin	CHEMBL343448	HT29	C4349	C0338106	1	4	238.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.769	0.4512637809530032	0.5118957242971325	1.0	1.0	0.9565	0.1083178194019802	0.4015959722985777	3.0	-inf	-inf				0.0	0.056572490351757
183	raloxifene	CHEMBL81	allopurinol	CHEMBL1467	MCF7	C4194	C1134719	2	1	280.0	0.0	1.0	0.0	0.0	0.0071428571428571	0.0	0.0	0.0	0.446	0.1551902058765307	-2.873892701417237	1.0	1.0	1.886	0.4062068438615972	-2.1811547820742225	2.0	-inf	-inf				0.0364866414402018	0.3333333333333333
184	letrozole	CHEMBL1444	Vorinostat	CHEMBL98	MCF7	C4194	C1134719	1	4	280.0	0.0	0.0	0.25	0.0	0.0	0.0035335689045936	2.0	2.0	1.765	0.4536242938820627	0.5180498557272982	0.0	0.75	0.96475	0.1217371656479647	-1.7640463276515457	3.0	-inf	-inf				0.0	0.0881410876891149
185	Dasatinib	CHEMBL1421	Bortezomib	CHEMBL325041	MCF7	C4194	C1134719	10	3	280.0	0.0	0.1	0.0	0.0	0.0034602076124567	0.0	0.0	0.9	0.9991	0.0900510410822662	-1.1004869994725222	1.0	1.0	1.030333333333333	0.1821839729504217	-0.1664983633965859	2.0	0.95	0.1572692307692307	0.1857933001872708	4.266734959935231	1.983545747608062e-05	0.1039300632650164	0.0537683377052365
186	hydroxyurea	CHEMBL467	IMIQUIMOD	CHEMBL1282	MCF7	C4194	C1134719	1	2	280.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.213	0.4665093782551429	-0.4565824609928984	2.0	2.0	1.639	0.3566216482492334	1.0122773022116331	3.0	-inf	-inf				0.0714285714285714	0.0
187	Imatinib	CHEMBL941	Romidepsin	CHEMBL343448	HT29	C4349	C0338106	8	4	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.125	1.152875	0.1476519873723344	-0.1887885188413186	1.0	1.0	0.9565	0.1083178194019802	0.4015959722985777	2.0	0.7083333333333335	0.1137083333333333	0.2200045730269663	2.7027847276934374	0.0068761263938557	0.0535567527472243	0.056572490351757
188	Romidepsin	CHEMBL343448	Dasatinib	CHEMBL1421	MCF7	C4194	C1134719	4	10	280.0	0.0	0.0	0.1	0.0	0.0	0.0034602076124567	1.0	1.0	0.9545	0.1137090585661494	0.400144021714248	0.0	0.9	0.9991	0.0900510410822662	-1.1004869994725222	1.0	0.5571428571428572	0.2360714285714285	0.206889007017023	1.5519018298783296	0.1206857150161186	0.0710873277410883	0.1039300632650164
189	Imatinib	CHEMBL941	anastrozole	CHEMBL1399	MCF7	C4194	C1134719	8	1	280.0	0.0	0.125	0.0	0.0	0.0034843205574912	0.0	0.0	0.875	1.118625	0.1356926098761461	-1.7954183372430492	2.0	2.0	1.751	0.4505541032994816	0.5526528294305441	3.0	-inf	-inf				0.0985889310896961	0.0
190	Lapatinib	CHEMBL554	hydroxyurea	CHEMBL467	HT29	C4349	C0338106	2	1	238.0	0.0	1.0	0.0	0.0	0.0084033613445378	0.0	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	1.0	1.0	1.281	0.4960231849419944	-0.5665057774121193	3.0	-inf	-inf				0.0632462686567164	0.0714285714285714
191	mitoxantrone	CHEMBL58	Dasatinib	CHEMBL1421	MCF7	C4194	C1134719	1	10	280.0	0.0	0.0	0.1	0.0	0.0	0.0034602076124567	1.0	1.0	1.108	0.3692370512286111	-0.2924950235645027	0.0	0.9	0.9991	0.0900510410822662	-1.1004869994725222	2.0	-inf	-inf				0.1481481481481481	0.1039300632650164
192	Nilotinib	CHEMBL255863	Dasatinib	CHEMBL1421	HT29	C4349	C0338106	2	10	238.0	1.0	0.0	0.0	0.2	0.0	0.0	1.0	1.0	0.9665	0.1874239845910869	0.1787391302830784	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	0.0	-0.2166666666666666	-0.3049166666666666	0.2109093901023217	0.4184261305633949	0.6756355848262272	0.0402497085114652	0.0565339519446635
193	raloxifene	CHEMBL81	IMIQUIMOD	CHEMBL1282	MCF7	C4194	C1134719	2	2	280.0	0.0	1.0	0.0	0.0	0.0071428571428571	0.0	0.0	0.0	0.446	0.1551902058765307	-2.873892701417237	2.0	2.0	1.639	0.3566216482492334	1.0122773022116331	2.0	1.0	-0.362	0.4489777277326794	3.03355804947842	0.0024168820786456	0.0364866414402018	0.0
194	Dasatinib	CHEMBL1421	Sunitinib	CHEMBL535	A549	C3512	C0152013	10	8	1834.0	0.25	0.8	0.875	0.125	0.0043572984749455	0.0038147138964577	0.0	0.2	0.7948000000000001	0.1257495924446676	-4.730035210744116	0.0	0.125	0.8386607142857142	0.1276476923198842	-5.590862641662848	0.0	-0.3416666666666667	0.0386180555555555	0.168306842519286	-2.25947273759025	0.0238539942831794	0.3192039045085061	0.3987196835558385
195	Romidepsin	CHEMBL343448	Bortezomib	CHEMBL325041	MCF7	C4194	C1134719	4	3	280.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9545	0.1137090585661494	0.400144021714248	1.0	1.0	1.030333333333333	0.1821839729504217	-0.1664983633965859	2.0	0.75	0.0247857142857142	0.2469220318155477	2.937017326408626	0.0033138558840917	0.0710873277410883	0.0537683377052365
196	Imatinib	CHEMBL941	IMIQUIMOD	CHEMBL1282	MCF7	C4194	C1134719	8	2	280.0	0.0	0.125	0.0	0.0	0.0034843205574912	0.0	0.0	0.875	1.118625	0.1356926098761461	-1.7954183372430492	2.0	2.0	1.639	0.3566216482492334	1.0122773022116331	3.0	1.875	0.0365749999999999	0.3224444050917925	5.701525506316794	1.1873996452749225e-08	0.0985889310896961	0.0
197	Sorafenib	CHEMBL1336	thalidomide	CHEMBL468	MCF7	C4194	C1134719	10	6	280.0	0.0	0.3	0.1666666666666666	0.0	0.0104529616724738	0.0035087719298245	0.0	0.7	1.0881999999999998	0.1214115315775235	-3.197389860386754	0.0	1.3333333333333333	1.2891666666666666	0.1542702354816234	0.2862941547264819	2.0	0.1958333333333333	-0.0412625	0.1604662039855364	1.47754372848942	0.1395299455977676	0.1008023624320745	0.0308243727598566
198	Lapatinib	CHEMBL554	IMIQUIMOD	CHEMBL1282	MCF7	C4194	C1134719	2	2	280.0	0.0	1.0	0.0	0.0	0.0071428571428571	0.0	0.0	0.0	0.9295	0.1810517881712302	-5.133890194560923	2.0	2.0	1.639	0.3566216482492334	1.0122773022116331	2.0	1.5	-0.0675	0.4642938186105863	3.3760949148338706	0.0007352255068344	0.0832950631458094	0.0
199	raloxifene	CHEMBL81	Pralatrexate	CHEMBL1201746	HT29	C4349	C0338106	2	2	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9295	0.1740107755284137	0.405147323698286	1.0	1.5	1.6695	0.3232951437927888	-0.5242887289041326	2.0	-0.5	-0.38	0.4324060591619872	-0.2775169252543841	0.7813832115279518	0.0268294920307304	0.0625
200	celecoxib	CHEMBL118	Nilotinib	CHEMBL255863	HT29	C4349	C0338106	4	2	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.5	1.6245	0.1947213821506684	-0.639375083644725	1.0	1.0	0.9665	0.1874239845910869	0.1787391302830784	2.0	0.4166666666666665	-0.0444836865119408	0.28567518120686	1.6142471713168671	0.1064738239394214	0.1003787878787878	0.0402497085114652
201	celecoxib	CHEMBL118	Pralatrexate	CHEMBL1201746	MCF7	C4194	C1134719	4	2	280.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.5	1.60925	0.1989255688553999	-0.5492003900183113	2.0	2.0	1.6495	0.3569310157439389	0.9819824687116784	3.0	-0.0833333333333334	-0.1006559031281534	0.3493530953972973	0.0495847039085774	0.9604533361501127	0.053030303030303	0.0
202	celecoxib	CHEMBL118	IMIQUIMOD	CHEMBL1282	MCF7	C4194	C1134719	4	2	280.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.5	1.60925	0.1989255688553999	-0.5492003900183113	2.0	2.0	1.639	0.3566216482492334	1.0122773022116331	3.0	1.4166666666666663	-0.0735788765556677	0.3629995986620488	4.105364162150898	4.036784414651606e-05	0.053030303030303	0.0
203	Dasatinib	CHEMBL1421	anastrozole	CHEMBL1399	MCF7	C4194	C1134719	10	1	280.0	0.0	0.1	0.0	0.0	0.0034602076124567	0.0	0.0	0.9	0.9991	0.0900510410822662	-1.1004869994725222	2.0	2.0	1.751	0.4505541032994816	0.5526528294305441	3.0	-inf	-inf				0.1039300632650164	0.0
204	Imatinib	CHEMBL941	Vorinostat	CHEMBL98	HT29	C4349	C0338106	8	4	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.125	1.152875	0.1476519873723344	-0.1887885188413186	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	2.0	0.7083333333333335	0.126	0.2204336949944107	2.6417618837632744	0.0082476017732457	0.0535567527472243	0.0550092290231879
205	celecoxib	CHEMBL118	Lapatinib	CHEMBL554	HT29	C4349	C0338106	4	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.5	1.6245	0.1947213821506684	-0.639375083644725	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	2.0	0.5833333333333335	0.0683652875882946	0.3464409916258001	1.4864524065941631	0.1371594967205094	0.1003787878787878	0.0632462686567164
206	celecoxib	CHEMBL118	Nilotinib	CHEMBL255863	MCF7	C4194	C1134719	4	2	280.0	0.0	0.0	0.5	0.0	0.0	0.0035587188612099	1.0	1.5	1.60925	0.1989255688553999	-0.5492003900183113	0.0	0.5	0.9655	0.1804432043608182	-2.579759108407186	2.0	0.4166666666666665	-0.0444836865119408	0.28567518120686	1.6142471713168671	0.1064738239394214	0.053030303030303	0.0965798678585309
207	celecoxib	CHEMBL118	hydroxyurea	CHEMBL467	HT29	C4349	C0338106	4	1	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.5	1.6245	0.1947213821506684	-0.639375083644725	1.0	1.0	1.281	0.4960231849419944	-0.5665057774121193	2.0	-inf	-inf				0.1003787878787878	0.0714285714285714
208	Dasatinib	CHEMBL1421	Ixabepilone	CHEMBL1201752	HT29	C4349	C0338106	10	1	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	1.0	1.0	0.934	0.2482820976228451	0.265826656983774	2.0	-inf	-inf				0.0565339519446635	0.0546218487394958
209	letrozole	CHEMBL1444	Lapatinib	CHEMBL554	HT29	C4349	C0338106	1	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	2.0	2.0	1.769	0.4512637809530032	0.5118957242971325	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	3.0	-inf	-inf				0.0	0.0632462686567164
210	letrozole	CHEMBL1444	celecoxib	CHEMBL118	MCF7	C4194	C1134719	1	4	280.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.765	0.4536242938820627	0.5180498557272982	1.0	1.5	1.60925	0.1989255688553999	-0.5492003900183113	3.0	-inf	-inf				0.0	0.053030303030303
211	Romidepsin	CHEMBL343448	Lapatinib	CHEMBL554	MCF7	C4194	C1134719	4	2	280.0	0.0	0.0	1.0	0.0	0.0	0.0071428571428571	1.0	1.0	0.9545	0.1137090585661494	0.400144021714248	0.0	0.0	0.9295	0.1810517881712302	-5.133890194560923	1.0	0.25	0.1935	0.3742660966626701	0.1509621109253826	0.8800056043986739	0.0710873277410883	0.0832950631458094
212	letrozole	CHEMBL1444	Sorafenib	CHEMBL1336	HT29	C4349	C0338106	1	10	238.0	0.0	0.0	0.2	0.0	0.0	0.008130081300813	2.0	2.0	1.769	0.4512637809530032	0.5118957242971325	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	3.0	-inf	-inf				0.0	0.0785112659317768
