dname_drug1,molecular_formula_drug1,smiles_drug1,dname_drug2,molecular_formula_drug2,smiles_drug2,cell_line_name,disease_cui,latent_0_drug1,latent_1_drug1,latent_2_drug1,latent_3_drug1,latent_4_drug1,latent_0_drug2,latent_1_drug2,latent_2_drug2,latent_3_drug2,latent_4_drug2,drug1_target_count,drug2_target_count,proteins_in_LCC,oc_drug1_drug2,oc_dis_drug1,oc_dis_drug2,ji_drug1_drug2,ji_dis_drug1,ji_dis_drug2,min_spl_dis_dru1,Closest_distance_dis_dru1,Dc_mean_dis_dru1,Dc_std_dis_dru1,Dc_zscore_dis_dru1,min_spl_dis_dru2,Closest_distance_dis_dru2,Dc_mean_dis_dru2,Dc_std_dis_dru2,Dc_zscore_dis_dru2,min_spl_dru1_dru2,obs_sep_dru1_dru2,sep_mean_dru1_dru2,sep_std_dru1_dru2,zscore_dru1_dru2,pvalue_dru1_dru2,ratio_links_dis_dru1,ratio_links_dis_dru2,synergy_zip,synergy_loewe,synergy_hsa,synergy_bliss
Nilotinib,C28H22F3N7O,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,HT29,C0338106,0.037370794,0.042315066,-0.33455017,0.08007887,-0.09842044,0.06502693,0.022468867,-0.49655464,0.045374162,-0.11343424,2,1,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9665,0.1874239845910869,0.1787391302830784,2.0,2.0,1.778,0.4297859932571093,0.5165361446928163,3.0,-inf,-inf,,,,0.0402497085114652,0.0,1.96982995608164,-2.55197058642011,-7.47638277777778,-5.21096941425662
raloxifene,C28H27NO4S,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Ixabepilone,C27H42N2O5S,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,HT29,C0338106,0.060907505,0.0036040111,-0.4384143,0.076310426,-0.095880345,0.0003915485,0.105533384,-0.21851906,0.04953243,0.010057061,2,1,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9295,0.1740107755284137,0.405147323698286,1.0,1.0,0.934,0.2482820976228451,0.265826656983774,1.0,-inf,-inf,,,,0.0268294920307304,0.0546218487394958,1.01774797008232,-24.8034808265764,-6.36910955555556,0.717962753279665
hydroxyurea,CH4N2O2,C(=O)(N)NO,Bortezomib,C19H25BN4O4,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,HT29,C0338106,0.06906227,0.014562109,-0.3958776,0.07517242,-0.096907705,0.432284,1.4101224,2.739043,0.86354136,-1.2017273,1,3,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.281,0.4960231849419944,-0.5665057774121193,1.0,1.0,1.0443333333333336,0.1761662724688115,-0.2516561922554292,2.0,-inf,-inf,,,,0.0714285714285714,0.0512423491693383,6.17624615679227,-43.9549542046737,2.78890461111111,3.2140872051979
letrozole,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Lapatinib,C29H26ClFN4O4S,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,MCF7,C1134719,0.017411357,0.027261721,-0.2470447,0.05273988,-0.03671463,-0.013890738,0.088833846,-0.1498229,0.14217056,0.023009479,1,2,280.0,0.0,0.0,1.0,0.0,0.0,0.0071428571428571,2.0,2.0,1.765,0.4536242938820627,0.5180498557272982,0.0,0.0,0.9295,0.1810517881712302,-5.133890194560923,3.0,-inf,-inf,,,,0.0,0.0832950631458094,-1.30200100682199,2.44084236168912,2.79652745555556,3.57949991736831
anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,Ixabepilone,C27H42N2O5S,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,MCF7,C1134719,0.0009190347,0.08942803,-0.2636282,0.078725114,0.051823795,-0.013078162,0.103632994,-0.01459185,-0.027028926,-0.03252709,1,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.751,0.4505541032994816,0.5526528294305441,1.0,1.0,0.953,0.2116388433156824,0.222076435798198,3.0,-inf,-inf,,,,0.0,0.0336134453781512,-8.73815051265112,-11.9494303018261,-5.71344255555555,-11.7654280507173
letrozole,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Sorafenib,C21H16ClF3N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,MCF7,C1134719,0.017411357,0.027261721,-0.2470447,0.05273988,-0.03671463,0.0098271575,0.03383647,-0.12628548,0.078204274,-0.010806085,1,10,280.0,0.0,0.0,0.3,0.0,0.0,0.0104529616724738,2.0,2.0,1.765,0.4536242938820627,0.5180498557272982,0.0,0.7,1.0881999999999998,0.1214115315775235,-3.197389860386754,3.0,-inf,-inf,,,,0.0,0.1008023624320745,3.69028972297289,-8.82944025266934,-10.8700279555556,-4.32230772935175
anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,6-Mercaptopurine,C5H4N4S,C1=NC2=C(N1)C(=S)N=CN2,HT29,C0338106,0.06502693,0.022468867,-0.49655464,0.045374162,-0.11343424,0.015646508,0.08973549,-0.16522251,0.13033125,-0.043852016,1,3,238.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.778,0.4297859932571093,0.5165361446928163,1.0,1.3333333333333333,1.3296666666666666,0.2391835650243924,0.0153299273145827,3.0,-inf,-inf,,,,0.0,0.0435185185185185,-9.83034141536883,-0.676389725447845,0.0744454444444435,-0.649951482420457
hydroxyurea,CH4N2O2,C(=O)(N)NO,allopurinol,C5H4N4O,C1=C2C(=NC=NC2=O)NN1; C1=NNC2=C1C(=O)NC=N2,MCF7,C1134719,0.0003081467,0.075151585,-0.2692255,0.122339964,-0.04727009,0.04616665,0.071532376,-0.41984317,0.06862594,-0.10637382,1,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.213,0.4665093782551429,-0.4565824609928984,1.0,1.0,1.886,0.4062068438615972,-2.1811547820742225,2.0,-inf,-inf,,,,0.0714285714285714,0.3333333333333333,-2.91805337497134,-3.94993448942021,-2.720218,-3.5963619512927
Nilotinib,C28H22F3N7O,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,allopurinol,C5H4N4O,C1=C2C(=NC=NC2=O)NN1; C1=NNC2=C1C(=O)NC=N2,MCF7,C1134719,0.07044553,0.022973487,-0.44767037,0.072871216,-0.10912621,0.04616665,0.071532376,-0.41984317,0.06862594,-0.10637382,2,1,280.0,0.0,0.5,0.0,0.0,0.0035587188612099,0.0,0.0,0.5,0.9655,0.1804432043608182,-2.579759108407186,1.0,1.0,1.886,0.4062068438615972,-2.1811547820742225,3.0,-inf,-inf,,,,0.0965798678585309,0.3333333333333333,1.41543172020975,1.07204791959448,-1.35234326666667,1.23081754788751
raloxifene,C28H27NO4S,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Vismodegib,C19H14Cl2N2O3S,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,MCF7,C1134719,-0.08450619,-0.5234548,0.34497374,0.270508,0.14052214,-0.005585799,0.05211713,-0.24786682,0.07139636,-0.031808197,2,1,280.0,0.0,1.0,0.0,0.0,0.0071428571428571,0.0,0.0,0.0,0.446,0.1551902058765307,-2.873892701417237,2.0,2.0,1.203,0.4558409810449253,1.7484167355314018,2.0,-inf,-inf,,,,0.0364866414402018,0.0,-4.54993291168447,0.939016767184743,1.75020515555556,0.314771941033552
Sunitinib,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,MCF7,C1134719,-0.012614125,0.036105238,-0.3112332,0.083211415,-0.1241961,0.0009190347,0.08942803,-0.2636282,0.078725114,0.051823795,8,1,280.0,0.0,0.125,0.0,0.0,0.0034843205574912,0.0,0.0,0.875,1.1356428571428572,0.1401106341285998,-1.8602646313314624,2.0,2.0,1.751,0.4505541032994816,0.5526528294305441,3.0,-inf,-inf,,,,0.1010456977291804,0.0,0.581778320564816,-1.27743054552164,-2.25333194444444,0.960932242131835
Sunitinib,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,hydroxyurea,CH4N2O2,C(=O)(N)NO,HT29,C0338106,0.03032278,0.04484181,-0.34433344,0.06865776,-0.13290855,0.06906227,0.014562109,-0.3958776,0.07517242,-0.096907705,8,1,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.125,1.1529464285714284,0.1505048635986118,-0.1856845546597083,1.0,1.0,1.281,0.4960231849419944,-0.5665057774121193,3.0,-inf,-inf,,,,0.0681347279378319,0.0714285714285714,-0.0754177014787509,-3.78690867700201,0.234226519,0.817272446057376
anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,IMIQUIMOD,C14H16N4,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,HT29,C0338106,0.06502693,0.022468867,-0.49655464,0.045374162,-0.11343424,0.07475897,0.05479259,-0.42913958,0.08285704,-0.11144397,1,2,238.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.778,0.4297859932571093,0.5165361446928163,2.0,2.0,1.628,0.3414908490721237,1.089341049725853,4.0,-inf,-inf,,,,0.0,0.0,5.09193841970309,-7.54865271975923,-7.17888642222222,5.25545931870515
raloxifene,C28H27NO4S,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,mitoxantrone,C22H28N4O6,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,MCF7,C1134719,-0.08450619,-0.5234548,0.34497374,0.270508,0.14052214,0.06331038,0.13321044,0.078169696,0.08462248,-0.055479094,2,1,280.0,0.0,1.0,0.0,0.0,0.0071428571428571,0.0,0.0,0.0,0.446,0.1551902058765307,-2.873892701417237,1.0,1.0,1.108,0.3692370512286111,-0.2924950235645027,1.0,-inf,-inf,,,,0.0364866414402018,0.1481481481481481,-3.0232212473948,0.11361899439584,3.36567177777778,-0.274506202738568
6-Mercaptopurine,C5H4N4S,C1=NC2=C(N1)C(=S)N=CN2,Ixabepilone,C27H42N2O5S,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,HT29,C0338106,0.015646508,0.08973549,-0.16522251,0.13033125,-0.043852016,0.0003915485,0.105533384,-0.21851906,0.04953243,0.010057061,3,1,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.3296666666666666,0.2391835650243924,0.0153299273145827,1.0,1.0,0.934,0.2482820976228451,0.265826656983774,2.0,-inf,-inf,,,,0.0435185185185185,0.0546218487394958,-2.63671974509889,-1.74331267276343,1.49763666666667,-1.64583938891675
Sunitinib,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,hydroxyurea,CH4N2O2,C(=O)(N)NO,MCF7,C1134719,-0.012614125,0.036105238,-0.3112332,0.083211415,-0.1241961,0.0003081467,0.075151585,-0.2692255,0.122339964,-0.04727009,8,1,280.0,0.0,0.125,0.0,0.0,0.0034843205574912,0.0,0.0,0.875,1.1356428571428572,0.1401106341285998,-1.8602646313314624,1.0,1.0,1.213,0.4665093782551429,-0.4565824609928984,3.0,-inf,-inf,,,,0.1010456977291804,0.0714285714285714,-0.0958644410039594,-0.877824661843096,-0.794496522222222,0.0365986968541722
hydroxyurea,CH4N2O2,C(=O)(N)NO,anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,MCF7,C1134719,0.0003081467,0.075151585,-0.2692255,0.122339964,-0.04727009,0.0009190347,0.08942803,-0.2636282,0.078725114,0.051823795,1,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.213,0.4665093782551429,-0.4565824609928984,2.0,2.0,1.751,0.4505541032994816,0.5526528294305441,3.0,-inf,-inf,,,,0.0714285714285714,0.0,-2.78996851894304,-2.73886223541546,-2.0411045,-3.36137622544537
letrozole,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,hydroxyurea,CH4N2O2,C(=O)(N)NO,MCF7,C1134719,0.017411357,0.027261721,-0.2470447,0.05273988,-0.03671463,0.0003081467,0.075151585,-0.2692255,0.122339964,-0.04727009,1,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.765,0.4536242938820627,0.5180498557272982,1.0,1.0,1.213,0.4665093782551429,-0.4565824609928984,3.0,-inf,-inf,,,,0.0,0.0714285714285714,4.75053985606582,-10.9987162329002,-11.2255538888889,-1.81159365597884
thalidomide,C13H10N2O4,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Ixabepilone,C27H42N2O5S,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,MCF7,C1134719,-0.02038231,0.050997987,-0.21030492,0.09728403,0.00267437,-0.013078162,0.103632994,-0.01459185,-0.027028926,-0.03252709,6,1,280.0,0.0,0.1666666666666666,0.0,0.0,0.0035087719298245,0.0,0.0,1.3333333333333333,1.2891666666666666,0.1542702354816234,0.2862941547264819,1.0,1.0,0.953,0.2116388433156824,0.222076435798198,1.0,-inf,-inf,,,,0.0308243727598566,0.0336134453781512,-0.255642389709399,-23.6554703897602,-2.85111162222222,-2.42946670048173
letrozole,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Pralatrexate,C23H23N7O5,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,MCF7,C1134719,0.017411357,0.027261721,-0.2470447,0.05273988,-0.03671463,-0.09186379,-1.0422281,1.7218537,0.3182237,-0.1454041,1,2,280.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.765,0.4536242938820627,0.5180498557272982,2.0,2.0,1.6495,0.3569310157439389,0.9819824687116784,3.0,-inf,-inf,,,,0.0,0.0,5.18628965506724,-16.7598039840732,0.344443922222221,3.61759478079274
5-Fluorouracil,C4H3FN2O2,C1=C(C(=O)NC(=O)N1)F,Dasatinib,C22H26ClN7O2S,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,MCF7,C1134719,-0.016286874,0.094302535,-0.19099937,0.13644713,-0.08339468,0.03380222,0.047870696,-0.36493587,0.045379117,-0.13777393,1,10,280.0,0.0,0.0,0.1,0.0,0.0,0.0034602076124567,2.0,2.0,1.608,0.5141361687335371,0.7624439279687458,0.0,0.9,0.9991,0.0900510410822662,-1.1004869994725222,2.0,-inf,-inf,,,,0.0,0.1039300632650164,3.62170795121984,-0.522535487442155,-0.455106888888888,4.11976040026671
Lapatinib,C29H26ClFN4O4S,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,allopurinol,C5H4N4O,C1=C2C(=NC=NC2=O)NN1; C1=NNC2=C1C(=O)NC=N2,HT29,C0338106,0.025083175,0.012112469,-0.33900538,0.04253316,-0.08140227,0.05228155,0.0713031,-0.23961887,0.122814536,-0.034377053,2,1,238.0,0.0,1.0,0.0,0.0,0.0084033613445378,0.0,0.0,0.0,0.9145,0.1947812876022745,-4.69500952199949,1.0,1.0,1.901,0.3939530428870933,-2.2870746051280686,3.0,-inf,-inf,,,,0.0632462686567164,0.3333333333333333,-0.350882228714004,0.22339475431705,1.3964488,2.68370089569109
letrozole,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,6-Mercaptopurine,C5H4N4S,C1=NC2=C(N1)C(=S)N=CN2,HT29,C0338106,0.032590725,0.043295726,-0.3212367,0.113665745,-0.060874358,0.015646508,0.08973549,-0.16522251,0.13033125,-0.043852016,1,3,238.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.769,0.4512637809530032,0.5118957242971325,1.0,1.3333333333333333,1.3296666666666666,0.2391835650243924,0.0153299273145827,3.0,-inf,-inf,,,,0.0,0.0435185185185185,-0.682247114643747,-5.88617397644521,-1.85549462222222,-0.14900817245351
Sorafenib,C21H16ClF3N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Ixabepilone,C27H42N2O5S,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,HT29,C0338106,-0.09031988,0.05298067,-0.095041685,0.06507606,0.020801008,0.0003915485,0.105533384,-0.21851906,0.04953243,0.010057061,10,1,238.0,0.0,0.2,0.0,0.0,0.008130081300813,0.0,0.0,0.9,1.1135,0.124047369984212,-1.721116699428395,1.0,1.0,0.934,0.2482820976228451,0.265826656983774,2.0,-inf,-inf,,,,0.0785112659317768,0.0546218487394958,6.07327999107184,-26.1567154153087,2.43333311111111,4.37088571620284
Sunitinib,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,allopurinol,C5H4N4O,C1=C2C(=NC=NC2=O)NN1; C1=NNC2=C1C(=O)NC=N2,MCF7,C1134719,-0.012614125,0.036105238,-0.3112332,0.083211415,-0.1241961,0.04616665,0.071532376,-0.41984317,0.06862594,-0.10637382,8,1,280.0,0.0,0.125,0.0,0.0,0.0034843205574912,0.0,0.0,0.875,1.1356428571428572,0.1401106341285998,-1.8602646313314624,1.0,1.0,1.886,0.4062068438615972,-2.1811547820742225,3.0,-inf,-inf,,,,0.1010456977291804,0.3333333333333333,-3.89061098344091,-6.39148605879861,-1.4849446,-3.50485957877758
raloxifene,C28H27NO4S,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,MCF7,C1134719,-0.08450619,-0.5234548,0.34497374,0.270508,0.14052214,0.0009190347,0.08942803,-0.2636282,0.078725114,0.051823795,2,1,280.0,0.0,1.0,0.0,0.0,0.0071428571428571,0.0,0.0,0.0,0.446,0.1551902058765307,-2.873892701417237,2.0,2.0,1.751,0.4505541032994816,0.5526528294305441,2.0,-inf,-inf,,,,0.0364866414402018,0.0,-2.56472448318126,5.90473053028732,7.15859077777778,7.18377730539973
hydroxyurea,CH4N2O2,C(=O)(N)NO,anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,HT29,C0338106,0.06906227,0.014562109,-0.3958776,0.07517242,-0.096907705,0.06502693,0.022468867,-0.49655464,0.045374162,-0.11343424,1,1,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.281,0.4960231849419944,-0.5665057774121193,2.0,2.0,1.778,0.4297859932571093,0.5165361446928163,3.0,-inf,-inf,,,,0.0714285714285714,0.0,5.0651605223076,0.821938384931643,-1.5742621,3.14751910284985
hydroxyurea,CH4N2O2,C(=O)(N)NO,IMIQUIMOD,C14H16N4,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,HT29,C0338106,0.06906227,0.014562109,-0.3958776,0.07517242,-0.096907705,0.07475897,0.05479259,-0.42913958,0.08285704,-0.11144397,1,2,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.281,0.4960231849419944,-0.5665057774121193,2.0,2.0,1.628,0.3414908490721237,1.089341049725853,3.0,-inf,-inf,,,,0.0714285714285714,0.0,-2.03743674552102,-3.11580829999821,-2.03638272222222,-2.46021362797619
raloxifene,C28H27NO4S,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Gefitinib,C22H24ClFN4O3,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,MCF7,C1134719,-0.08450619,-0.5234548,0.34497374,0.270508,0.14052214,0.040340416,0.002212563,-0.45970294,0.049285397,-0.094661236,2,1,280.0,0.0,1.0,1.0,0.0,0.0071428571428571,0.0035714285714285,0.0,0.0,0.446,0.1551902058765307,-2.873892701417237,0.0,0.0,0.902,0.2973146481423342,-3.0338229402279,1.0,-inf,-inf,,,,0.0364866414402018,0.085820895522388,-9.45734560828737,2.59995507880078,3.04320522222222,-3.21268692134446
raloxifene,C28H27NO4S,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,letrozole,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,MCF7,C1134719,-0.08450619,-0.5234548,0.34497374,0.270508,0.14052214,0.017411357,0.027261721,-0.2470447,0.05273988,-0.03671463,2,1,280.0,0.0,1.0,0.0,0.0,0.0071428571428571,0.0,0.0,0.0,0.446,0.1551902058765307,-2.873892701417237,2.0,2.0,1.765,0.4536242938820627,0.5180498557272982,2.0,-inf,-inf,,,,0.0364866414402018,0.0,-0.560167109206455,3.76589826965181,5.37625724444444,5.72726524471374
Lapatinib,C29H26ClFN4O4S,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,allopurinol,C5H4N4O,C1=C2C(=NC=NC2=O)NN1; C1=NNC2=C1C(=O)NC=N2,MCF7,C1134719,-0.013890738,0.088833846,-0.1498229,0.14217056,0.023009479,0.04616665,0.071532376,-0.41984317,0.06862594,-0.10637382,2,1,280.0,0.0,1.0,0.0,0.0,0.0071428571428571,0.0,0.0,0.0,0.9295,0.1810517881712302,-5.133890194560923,1.0,1.0,1.886,0.4062068438615972,-2.1811547820742225,3.0,-inf,-inf,,,,0.0832950631458094,0.3333333333333333,3.55426942629148,2.96605617803755,-2.17194078888889,5.98658877211131
Lapatinib,C29H26ClFN4O4S,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,Ixabepilone,C27H42N2O5S,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,HT29,C0338106,0.025083175,0.012112469,-0.33900538,0.04253316,-0.08140227,0.0003915485,0.105533384,-0.21851906,0.04953243,0.010057061,2,1,238.0,0.0,1.0,0.0,0.0,0.0084033613445378,0.0,0.0,0.0,0.9145,0.1947812876022745,-4.69500952199949,1.0,1.0,0.934,0.2482820976228451,0.265826656983774,2.0,-inf,-inf,,,,0.0632462686567164,0.0546218487394958,5.84517324782894,-22.4211406666903,6.16888866666667,6.77946556496817
Sorafenib,C21H16ClF3N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,MCF7,C1134719,0.0098271575,0.03383647,-0.12628548,0.078204274,-0.010806085,0.0009190347,0.08942803,-0.2636282,0.078725114,0.051823795,10,1,280.0,0.0,0.3,0.0,0.0,0.0104529616724738,0.0,0.0,0.7,1.0881999999999998,0.1214115315775235,-3.197389860386754,2.0,2.0,1.751,0.4505541032994816,0.5526528294305441,3.0,-inf,-inf,,,,0.1008023624320745,0.0,-0.85281051833752,-4.38836054712972,-6.02999863333333,-5.03999103769484
anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,IMIQUIMOD,C14H16N4,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,MCF7,C1134719,0.0009190347,0.08942803,-0.2636282,0.078725114,0.051823795,-0.043771975,0.06340628,-0.25786212,0.073197186,-0.05751042,1,2,280.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.751,0.4505541032994816,0.5526528294305441,2.0,2.0,1.639,0.3566216482492334,1.0122773022116331,4.0,-inf,-inf,,,,0.0,0.0,2.03938960313508,-1.03950385787602,-1.70092891444444,1.72891436100822
Romidepsin,C24H36N4O6S2,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,hydroxyurea,CH4N2O2,C(=O)(N)NO,MCF7,C1134719,2.8588922,-2.1240406,2.3680072,1.0530713,-0.8017871,0.0003081467,0.075151585,-0.2692255,0.122339964,-0.04727009,4,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9545,0.1137090585661494,0.400144021714248,1.0,1.0,1.213,0.4665093782551429,-0.4565824609928984,2.0,-inf,-inf,,,,0.0710873277410883,0.0714285714285714,0.394885816396956,-45.8264296752248,1.79518317777778,1.86706096113366
letrozole,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,hydroxyurea,CH4N2O2,C(=O)(N)NO,HT29,C0338106,0.032590725,0.043295726,-0.3212367,0.113665745,-0.060874358,0.06906227,0.014562109,-0.3958776,0.07517242,-0.096907705,1,1,238.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.769,0.4512637809530032,0.5118957242971325,1.0,1.0,1.281,0.4960231849419944,-0.5665057774121193,3.0,-inf,-inf,,,,0.0,0.0714285714285714,-1.29645243826274,2.97800842767233,-0.993551333333333,-0.4236033360254
