name,synonyms,cellosaurus_accession,disease_id,id,tissue_id,depmap_id,cell_model_passport_id,cosmic_id,ccle_name,expression_data,UMLS_CUI,tumour_location
EHEB,EHEB,CVCL_1194,,382,4.0,ACH-000038,SIDM01049,906854,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,,no access
SUP-HD1,SUP-HD1; Sup-HD1; SUP-HD-1; SUPHD1,CVCL_2208,C9357,1481,4.0,ACH-001203,SIDM00422,1331039,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0019829,no access
G-402,G-402; G402,CVCL_1221,C3486,426,13.0,ACH-000375,SIDM00855,907298,G402_SOFT_TISSUE,BROAD_DepMap,C0086533,Soft tissue; Smooth muscle; Kidney (Leiomyoblastoma)
ME-180,ME-180; Me-180; ME 180; ME180,CVCL_1401,C27676,902,24.0,ACH-001359,SIDM00627,687514,ME180_CERVIX,CellModelPassport,C1334052,Cervix (Carcinoma)
OVCAR-4,OVCAR-4; NIH:OVCAR-4; NIH:OVCAR4; OVCAR.4; OVCAR4,CVCL_1627,C105555,57,8.0,ACH-000617,SIDM00092,905990,OVCAR4_OVARY,BROAD_DepMap,C3642254,no access
RF-48,RF-48; RF48,CVCL_1657,C3208,1285,16.0,ACH-002301,SIDM01092,909697,RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C4227552,Stomach (Carcinoma; Adenocarcinoma)
HCC2218,HCC2218; HCC-2218,CVCL_1263,C4017,497,2.0,ACH-000755,SIDM00772,749716,HCC2218_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
CCF-STTG1,CCF-STTG1; CCFSTTG1; STTG1,CVCL_1118,C60781,249,1.0,ACH-000329,SIDM00131,906823,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0004114,no access
A-172,A-172; A172; A 172; A-172 MG; A-172MG,CVCL_0131,C3058,144,1.0,ACH-000558,SIDM00799,687563,A172_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,no access
Calu-6,Calu-6; CaLu-6; CALU-6; Calu 6; Calu6; CALU6,CVCL_0236,C3512,242,7.0,ACH-000264,SIDM00921,724859,CALU6_LUNG,BROAD_DepMap,C0152013,no access
M059J,M059J; Mo 59J; MO59J,CVCL_0400,C3058,876,1.0,ACH-001118,SIDM00659,949094,M059J_CENTRAL_NERVOUS_SYSTEM,CellModelPassport,C0017636,no access
HCC1569,HCC1569; HCC-1569,CVCL_1255,C4017,483,2.0,ACH-000930,SIDM00878,907046,HCC1569_BREAST,BROAD_DepMap,C1527349,no access
COLO 668,COLO 668; Colo 668; COLO-668; COLO668,CVCL_1128,C4917,278,7.0,ACH-000803,SIDM00143,910692,COLO668_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
COR-L311,COR-L311; CORL311,CVCL_2412,C4917,304,7.0,ACH-000187,SIDM00509,687980,CORL311_LUNG,BROAD_DepMap,C0149925,no access
NCI-H1915,NCI-H1915; H1915; H-1915; NCIH1915,CVCL_1505,C2926,1047,7.0,ACH-000434,SIDM00763,1240184,NCIH1915_LUNG,BROAD_DepMap,C0007131,no access
NCI-H2804,NCI-H2804; H2804; H-2804; NCIH2804,CVCL_U998,C7376,1100,20.0,ACH-002132,SIDM00310,1240136,NCIH2804_PLEURA,CellModelPassport,C0812413,
BPH-1,BPH-1; BPH1,CVCL_1091,C2897,204,9.0,ACH-001453,SIDM00964,924105,BPH1_PROSTATE,BROAD_DepMap,C0005001,no access
NCI-H1581,NCI-H1581; H1581; H-1581; NCIH1581,CVCL_1479,C4450,1025,7.0,ACH-000015,SIDM00748,908471,NCIH1581_LUNG,BROAD_DepMap,C0345958,no access
KYSE-510,KYSE-510; KYSE 510; Kyse-510; KYSE510; Kyse510,CVCL_1354,C4024,814,26.0,ACH-000824,SIDM01026,907321,KYSE510_OESOPHAGUS,BROAD_DepMap,C0279626,no access
JSC-1,JSC-1; JSC1,CVCL_3728,C6915,713,4.0,ACH-002253,SIDM00688,1327769,JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C1292753,
MDAMB436,MDAMB436; MDA MB 436; MDA-Mb-436; MDA-MB436; MDAMB436; MDA-436; MDA436,CVCL_0623,C4194,41,2.0,ACH-000573,SIDM00629,1240172,MDAMB436_BREAST,BROAD_DepMap,C1134719,no access
LP-1,LP-1; LP1,CVCL_0012,C3242,857,4.0,ACH-000204,SIDM00340,907791,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0026764,no access
JHH-7,JHH-7; Jhh-7; JHH7; FLC-7; FLC7; Functional Liver Cell-7,CVCL_2805,C3099,688,31.0,ACH-000848,SIDM00614,1240160,JHH7_LIVER,BROAD_DepMap,C0019204,no access
ESO-51,ESO-51; ESO51,CVCL_2036,C4025,398,26.0,ACH-001497,SIDM00538,1503367,ESO51_OESOPHAGUS,BROAD_DepMap,C0279628,no access
LOU-NH91,LOU-NH91; LOU-NH-91; LOUNH91; LouNH91,CVCL_2104,C3493,855,7.0,ACH-000176,SIDM00341,1298226,LOUNH91_LUNG,BROAD_DepMap,C0149782,no access
SK-MEL-28,SK-MEL-28; SK-Mel-28; SK Mel 28; SK-MEL 28; SK.MEL.28; SK MEL 28; SKMel-28; SKMEL-28; SK-MEL28; SK-Mel28; SKMEL28; SKMel28; AU-Mel; P-36; P36,CVCL_0526,C3510,70,10.0,ACH-000615,SIDM00081,905954,SKMEL28_SKIN,BROAD_DepMap,C0151779,no access
Karpas-620,Karpas-620; KARPAS-620; Karpas 620; KARPAS 620; Karpas620; KARPAS620; K620,CVCL_1823,C3242,732,4.0,ACH-000193,SIDM01006,1327775,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0026764,
RMG-I,RMG-I; RMG1; RMG-1,CVCL_1662,C40078,1295,8.0,ACH-000719,SIDM00352,909699,RMGI_OVARY,BROAD_DepMap,C1518693,Ovary (Carcinoma; Clear cell carcinoma)
NCI-H292,NCI-H292; H292; H-292; NCI-HUT-292; Hut292; NCIH292,CVCL_0455,C45544,1105,7.0,ACH-001075,SIDM00493,753604,NCIH292_LUNG,BROAD_DepMap,C1708778,no access
CCK-81,CCK-81; CCK81,CVCL_2873,C4349,250,6.0,ACH-000963,SIDM00487,1240123,CCK81_LARGE_INTESTINE,BROAD_DepMap,C0338106,no access
MSTO,MSTO; MSTO-211H; MSTO-211 H; MSTO211H; 211H,CVCL_1430,C9351,44,7.0,ACH-000335,SIDM00640,908152,MSTO211H_PLEURA,BROAD_DepMap,C1377913,no access
SNU-16,SNU-16; SNU16; NCI-SNU-16,CVCL_0076,C4004,1409,16.0,ACH-000581,SIDM01145,908446,SNU16_STOMACH,BROAD_DepMap,C0278701,no access
MV4-11,MV4-11; MV-4-11; MV-4:11; MV4:11; MV 4;11; MV4;11; MV411; MV(4;11); MV4II,CVCL_0064,C9163,964,4.0,ACH-000045,SIDM00657,908156,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279646,no access
NCI-H2227,NCI-H2227; H2227; H-2227; NCIH2227,CVCL_1542,C4917,1079,7.0,ACH-000610,SIDM00730,688018,NCIH2227_LUNG,BROAD_DepMap,C0149925,no access
HCC-2998,HCC-2998; HCC-2998; HCC.2998; HCC 2998,CVCL_1266,C4349,20,6.0,ACH-001081,SIDM00118,905971,HCC2998_LARGE_INTESTINE,CellModelPassport,C0338106,no access
ES4,ES4; ES-4,CVCL_1200,C4817,392,11.0,ACH-002105,SIDM00264,949156,ES4_BONE,CellModelPassport,C0553580,no access
UACC-257,UACC-257; UACC 257; UACC.257; UACC257,CVCL_1779,C3224,84,10.0,ACH-000579,SIDM00108,905977,UACC257_SKIN,BROAD_DepMap,C0025202,no access
CHP-126,CHP-126; CHP 126; CHP126,CVCL_1123,C3270,258,21.0,ACH-000136,SIDM00286,910567,CHP126_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,no access
Becker,Becker; BECKER; AK,CVCL_1093,C60781,183,1.0,ACH-001016,SIDM00490,906746,BECKER_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0004114,Central nervous system; Brain (Glioma; Astrocytoma Grade IV; Glioblastoma multiforme)
EFO-27,EFO-27; EFO 27; EFO27,CVCL_1192,C5243,380,8.0,ACH-000936,SIDM01051,906852,EFO27_OVARY,BROAD_DepMap,C1335167,no access
GP5d,GP5d; Gp5d; Gp5D; GP5D,CVCL_1235,C4349,444,6.0,ACH-001345,SIDM00537,907291,GP5D_LARGE_INTESTINE,BROAD_DepMap,C0338106,no access
BHY,BHY,CVCL_1086,C34447,189,23.0,ACH-000548,SIDM00986,753535,BHY_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C1168401,no access
SNU-407,SNU-407; SNU407; NCI-SNU-407,CVCL_5058,C4349,1422,6.0,ACH-000955,SIDM00214,1660034,SNU407_LARGE_INTESTINE,BROAD_DepMap,C0338106,no access
EW-16,EW-16; EW16; IARC-EW16; IARC-EW-16; IARC-EW 16,CVCL_1212,C4817,407,11.0,ACH-002114,SIDM00198,949165,EW16_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
Granta-519,Granta-519; GRANTA-519; Granta 519; Granta519; GRANTA519; G519,CVCL_1818,C4337,447,4.0,ACH-000073,SIDM01058,1303897,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0334634,
NH-12,NH-12; NH12,CVCL_1605,C3270,1153,21.0,ACH-001603,SIDM00577,908447,NH12_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,no access
OCI-AML-2,OCI-AML-2; OCI/AML-2; OCI-AML2; OCI/AML2; OCI AML2; OCIAML2; AML-2; Ontario Cancer Institute-Acute Myeloid Leukemia-2,CVCL_1619,C9154,1175,4.0,ACH-000113,SIDM00446,910947,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0220615,no access
BT-474,BT-474; Bt-474; BT474,CVCL_0179,C4194,208,2.0,ACH-000927,SIDM00963,946359,BT474_BREAST,BROAD_DepMap,C1134719,no access
MDST8,MDST8; T8,CVCL_2588,C4910,900,6.0,ACH-000935,SIDM00527,1240173,MDST8_LARGE_INTESTINE,BROAD_DepMap,C0699790,no access
SW1088,SW1088; SW-1088; SW 1088,CVCL_1715,C60781,1485,1.0,ACH-000437,SIDM01155,909745,SW1088_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0004114,no access
OVCAR-5,OVCAR-5; NIH:OVCAR-5; OVCAR.5; OVCAR5; OVCA5,CVCL_1628,C105555,58,8.0,ACH-001151,SIDM00091,905969,OVCAR5_OVARY,BROAD_DepMap,C3642254,no access
A-704,A-704; A.704; A704,CVCL_1065,C9385,149,5.0,ACH-000429,SIDM00849,910920,A704_KIDNEY,BROAD_DepMap,C1861854,no access
HCC70,HCC70; HCC-70; HCC 70; HCC0070,CVCL_1270,C4017,520,2.0,ACH-000668,SIDM00673,907048,HCC70_BREAST,BROAD_DepMap,C1527349,no access
QIMR-WIL,QIMR-WIL; WIL,CVCL_1645,C9154,1264,4.0,ACH-002299,SIDM00467,910545,QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0220615,no access
TC-71,TC-71; TC71; GM11654,CVCL_2213,C4817,105,11.0,ACH-000424,SIDM00419,1240221,TC71_BONE,BROAD_DepMap,C0553580,no access
D-392MG,D-392MG; D-392 MG; D392MG,CVCL_1158,C3058,332,1.0,ACH-002227,SIDM00542,946370,D392MG_CENTRAL_NERVOUS_SYSTEM,CellModelPassport,C0017636,no access
HCC202,HCC202; HCC-202; HCC0202,CVCL_2062,C4017,493,2.0,ACH-000725,SIDM00870,1290906,HCC202_BREAST,BROAD_DepMap,C1527349,no access
KYSE-140,KYSE-140; KYSE 140; Kyse-140; KYSE140; Kyse140,CVCL_1347,C4024,805,26.0,ACH-000823,SIDM01032,753573,KYSE140_OESOPHAGUS,BROAD_DepMap,C0279626,Oesophagus (Carcinoma)
GAK,GAK,CVCL_1225,C40329,430,10.0,ACH-002120,SIDM00543,910932,GAK_SKIN,CellModelPassport,C0241989,no access
NCI-H1781,NCI-H1781; H1781; H-1781; NCIH1781,CVCL_1494,C2923,1038,7.0,ACH-000379,SIDM00754,1298350,NCIH1781_LUNG,BROAD_DepMap,C2750265,
NCI-H1944,NCI-H1944; H1944; H-1944; NCIH1944,CVCL_1508,C3512,1050,7.0,ACH-000414,SIDM00762,1240185,NCIH1944_LUNG,BROAD_DepMap,C0152013,no access
JHH-1,JHH-1; Jhh-1; JHH1,CVCL_2785,C3099,683,31.0,ACH-000620,SIDM00618,1298151,JHH1_LIVER,BROAD_DepMap,C0019204,no access
Lu-99A,Lu-99A; LU-99A; Lu99A; LU99A,CVCL_1393,C4452,870,7.0,ACH-002158,SIDM01219,907796,LU99A_LUNG,,C0345960,Lung (Carcinoma; Giant cell carcinoma)
COLO 699,COLO 699; COLO-699; Colo-699; Colo699; COLO699,CVCL_1992,C3512,284,7.0,ACH-001041,SIDM00912,1290774,COLO699_LUNG,BROAD_DepMap,C0152013,
YKG-1,YKG-1; YKG1,CVCL_1796,C3058,1630,1.0,ACH-000570,SIDM00315,687592,YKG1_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,no access
NMC-G1,NMC-G1; NMCG-1; NMCG1; National Medical Center-Glioma 1,CVCL_1608,C60781,1157,1.0,ACH-000200,SIDM00575,908449,NMCG1_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0004114,no access
KY821,KY821; KY-821,CVCL_1346,C7463,801,4.0,ACH-002262,SIDM00553,907300,KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0023479,no access
SK-PN-DW,SK-PN-DW; SKPNDW,CVCL_1703,C3716,1380,11.0,ACH-001193,SIDM01097,909731,SKPNDW_BONE,BROAD_DepMap,C0206663,no access
LN-229,LN-229; LN 229; LN229; LNT-229,CVCL_0393,C3058,843,1.0,ACH-000595,SIDM00684,1240169,LN229_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,no access
RT-112,RT-112; RT 112; RT112,CVCL_1670,C4912,1304,17.0,ACH-000473,SIDM00402,909704,RT112_URINARY_TRACT,BROAD_DepMap,C0699885,no access
MOG-G-CCM,MOG-G-CCM; MOGGCCM; GO-G-CCM; G-CCM; CCM,CVCL_2613,C9477,942,1.0,ACH-001125,SIDM00532,908144,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,CellModelPassport,C0334579,no access
HCC1428,HCC1428; HCC-1428,CVCL_1252,C5214,476,2.0,ACH-000352,SIDM00881,1290905,HCC1428_BREAST,BROAD_DepMap,C0858252,no access
SCC-25,SCC-25; SCC 25; SCC25; hSCC-25,CVCL_1682,C4648,1323,23.0,ACH-000188,SIDM01082,910701,SCC25_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0349566,Upper aerodigestive tract; Mouth; Tongue (Carcinoma; Squamous cell carcinoma)
SKN,SKN,CVCL_3167,C6340,1386,13.0,ACH-001655,SIDM00377,1240215,SKN_ENDOMETRIUM,BROAD_DepMap,C3549860,no access
OCI-Ly7,OCI-Ly7; OCI-LY7; OCI-LY-7; OCI-Ly-7; Oci-Ly-7; OCI-Ly 7; OCI-Ly07; OCILY7; Ly7; LY7,CVCL_1881,C36080,1181,4.0,ACH-001617,SIDM00459,1659819,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,no access
NCI-H2023,NCI-H2023; H2023; H-2023; NCIH2023,CVCL_1515,C3512,1056,7.0,ACH-000781,SIDM00753,1240187,NCIH2023_LUNG,BROAD_DepMap,C0152013,
SNU-C5,SNU-C5; SNUC5; NCI-SNU-C5; SNU-C5/WT,CVCL_5112,C5543,1456,6.0,ACH-000970,SIDM00498,1674021,SNUC5_LARGE_INTESTINE,BROAD_DepMap,C1332866,
HGC-27,HGC-27; HGC27,CVCL_1279,C4911,554,16.0,ACH-000847,SIDM00290,907055,HGC27_STOMACH,BROAD_DepMap,C0699791,no access
SJNB-5,SJNB-5; SJNB5; SJ-NB5; NB5; NB5-DH; NJF,CVCL_8822,C3270,1350,21.0,ACH-002283,SIDM00254,949176,NB5_AUTONOMIC_GANGLIA,CellModelPassport,C2751421,no access
HPAF-II,HPAF-II; HPAF II; HPAFII; HPAF-2; HPAF2; HPAF/CD18; CD18/HPAF; HPAF-II/CD18; CD-18; CD18; CD 18,CVCL_0313,C9120,575,12.0,ACH-000094,SIDM00669,724869,HPAFII_PANCREAS,BROAD_DepMap,C1335302,no access
ES7,ES7; ES-7,CVCL_1203,C4817,395,11.0,ACH-002108,SIDM00269,684059,ES7_BONE,CellModelPassport,C0553580,no access
MZ-MEL-2,MZ-MEL-2; Mz-Mel-2; MZ Mel 2; MZ-2 Mel; MZ2-MEL; MZ2-Mel; MZ2MEL,CVCL_1435,C3224,967,10.0,ACH-002165,SIDM00179,971777,MZ2MEL_SKIN,CellModelPassport,C0025202,no access
SU-DHL-6,SU-DHL-6; SUDHL6; SuDHL6; SU-DHL6; SUDHL-6; SuDHL-6; Sudhl-6; SUD6; Stanford University-Diffuse Histiocytic Lymphoma-6; DHL-6; DHL6,CVCL_2206,C36080,1465,4.0,ACH-000611,SIDM00407,1331037,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,no access
NCI-H820,NCI-H820; H820; H-820; NCIH820,CVCL_1592,C5650,1139,7.0,ACH-001140,SIDM00019,1333019,NCIH820_LUNG,,C1335325,no access
DMS 79,DMS 79; DMS-79; DMS79,CVCL_1178,C4917,358,7.0,ACH-000703,SIDM00524,753551,DMS79_LUNG,BROAD_DepMap,C0149925,no access
D-247MG,D-247MG; D-247 MG; D-247-MG; D247MG,CVCL_1153,C3796,329,1.0,ACH-002224,SIDM00622,946367,D247MG_CENTRAL_NERVOUS_SYSTEM,CellModelPassport,C0206726,no access
NCI-H2722,NCI-H2722; H2722; H-2722; NCIH2722,CVCL_U994,C7376,1095,20.0,ACH-002128,SIDM00099,1290812,NCIH2722_PLEURA,CellModelPassport,C0812413,no access
YH-13,YH-13; YH,CVCL_1795,C3058,1629,1.0,ACH-000469,SIDM00316,909905,YH13_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,no access
NCIH520,NCIH520; H520; H-520; NCI-HUT-520; NCIH520,CVCL_1566,C3493,52,7.0,ACH-000395,SIDM01130,908443,NCIH520_LUNG,BROAD_DepMap,C0149782,Lung (Carcinoma; Squamous cell carcinoma)
Karpas-231,Karpas-231; KARPAS-231; Karpas 231; KARPAS 231; KARPAS231; K231,CVCL_1822,C8851,728,4.0,ACH-002255,SIDM01017,1327774,KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0079744,
NCI-H1703,NCI-H1703; H1703; H-1703; NCIH1703,CVCL_1490,C3493,1034,7.0,ACH-000747,SIDM00740,908474,NCIH1703_LUNG,BROAD_DepMap,C0149782,no access
KP-2,KP-2; KP2,CVCL_3004,C3850,783,12.0,ACH-000281,SIDM00582,1298218,KP2_PANCREAS,BROAD_DepMap,C0235974,
COR-L88,COR-L88; Cor L88; CORL88; CorL88,CVCL_1141,C4917,309,7.0,ACH-000508,SIDM00506,906808,CORL88_LUNG,BROAD_DepMap,C0149925,no access
MS751,MS751; MS-751; MS 751,CVCL_4996,C27676,960,24.0,ACH-001360,SIDM00638,1240179,MS751_CERVIX,BROAD_DepMap,C1334052,
NCI-H841,NCI-H841; H841; H-841; NCI-841; NCIH841,CVCL_1595,C4917,1142,7.0,ACH-000292,SIDM01134,1240192,NCIH841_LUNG,BROAD_DepMap,C0149925,no access
H4,H4; H-4,CVCL_1239,C60781,453,1.0,ACH-000389,SIDM00852,907042,H4_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0004114,no access
NCI-H2818,NCI-H2818; H2818; H-2818; NCIH2818,CVCL_V000,C45662,1102,20.0,ACH-002134,SIDM00520,1290814,NCIH2818_PLEURA,CellModelPassport,C1709574,no access
KTCTL-21,KTCTL-21; KTCTL21; RCC-AB; RCCAB,CVCL_5868,C4033,796,5.0,ACH-002187,SIDM00821,1524418,RCCAB_KIDNEY,CellModelPassport,C4225533,no access
NCI-H187,NCI-H187; H187; H-187; NCIH187,CVCL_1501,C4917,1044,7.0,ACH-001136,SIDM00767,688007,NCIH187_LUNG,CellModelPassport,C0149925,no access
Panc 04.03,Panc 04.03; PANC-04-03; Panc_04_03; Panc04.03; Panc 4.03; PANC 4.03; Panc4.03; PANC0403; Panc0403; PANC403; Pa17C; Pa017C; PL5; PL-5; PL 5,CVCL_1636,C9120,1225,12.0,ACH-000235,SIDM01137,1298476,PANC0403_PANCREAS,BROAD_DepMap,C1335302,
8305C,8305C; 8305c; 8305-C; 8305C_1,CVCL_1053,C3878,140,18.0,ACH-001306,SIDM00997,906795,8305C_THYROID,BROAD_DepMap,C0238461,no access
EW-11,EW-11; EW11; IARC-EW11; IARC-EW-11; IARC-EW 11,CVCL_1209,C4817,404,11.0,ACH-002111,SIDM00203,684062,EW11_BONE,CellModelPassport,C0553580,no access
MDA-MB-415,MDA-MB-415; MDA-MB415; MDAMB415; MDA-415; MDA415; MD Anderson-Metastatic Breast-415,CVCL_0621,C5214,897,2.0,ACH-000876,SIDM00630,924240,MDAMB415_BREAST,BROAD_DepMap,C0858252,no access
EW-13,EW-13; EW13; IARC-EW13; IARC-EW-13; IARC-EW 13,CVCL_1211,C4817,406,11.0,ACH-002113,SIDM00621,949166,EW13_BONE,CellModelPassport,C0553580,no access
JJN-3,JJN-3; JJN3,CVCL_2078,C3242,708,4.0,ACH-000653,SIDM01036,1327766,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0026764,no access
NCI-H660,NCI-H660; H660; H-660; NCIH660; NCI660,CVCL_1576,C6766,1125,9.0,ACH-000177,SIDM01123,1330975,NCIH660_PROSTATE,BROAD_DepMap,C1300585,no access
COR-L95,COR-L95; CORL95,CVCL_2418,C4917,310,7.0,ACH-000743,SIDM00521,1297439,CORL95_LUNG,BROAD_DepMap,C0149925,no access
G-361,G-361; G361; G361-mel; G361mel,CVCL_1220,C3224,424,10.0,ACH-000572,SIDM00857,906865,G361_SKIN,BROAD_DepMap,C0025202,no access
NCI-H226,NCI-H226; NCI.H226; H226; H-226; HUT-226; HUT 226; NCIH226,CVCL_1544,C3493,48,7.0,ACH-000367,SIDM00139,905941,NCIH226_LUNG,BROAD_DepMap,C0149782,no access
A2058,A2058; A 2058; A-2058,CVCL_1059,C3802,2,10.0,ACH-000788,SIDM00797,906792,A2058_SKIN,BROAD_DepMap,C0206735,no access
ChaGo-K-1,ChaGo-K-1; CHAGO-K-1; ChaGo K-1; ChaGo-K1; CHAGOK1; ChaGoK1,CVCL_1121,C35875,256,7.0,ACH-000867,SIDM00924,687596,CHAGOK1_LUNG,BROAD_DepMap,C2750266,no access
HEY,HEY; Hey,CVCL_0297,C105555,552,8.0,ACH-002140,SIDM00968,1479988,HEY_OVARY,CellModelPassport,C3642254,no access
HCC1143,HCC1143; HCC-1143,CVCL_1245,C4017,464,2.0,ACH-000374,SIDM00866,749710,HCC1143_BREAST,BROAD_DepMap,C1527349,no access
CML-T1,CML-T1; CML T1; CMLT1; CMLT-1,CVCL_1126,C3174,273,4.0,ACH-000920,SIDM00958,910951,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0023473,no access
CL-40,CL-40; CL40,CVCL_1982,C4349,269,6.0,ACH-000798,SIDM00960,1240124,CL40_LARGE_INTESTINE,BROAD_DepMap,C0338106,no access
IST-SL2,IST-SL2,CVCL_1314,C4917,676,7.0,ACH-002145,SIDM00230,753565,ISTSL2_LUNG,CellModelPassport,C0149925,no access
HT-1376,HT-1376; HT1376; HT 1376; HT 1376.T,CVCL_1292,C4912,633,17.0,ACH-000724,SIDM00678,907066,HT1376_URINARY_TRACT,BROAD_DepMap,C0699885,no access
Karpas-299,Karpas-299; KARPAS-299; Karpas 299; KARPAS 299; Karpas299; KARPAS299; K299,CVCL_1324,C3720,729,4.0,ACH-000053,SIDM01010,907273,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0206180,no access
BFTC-905,BFTC-905; BFTC 905; BFTC905,CVCL_1083,C4912,185,17.0,ACH-000802,SIDM00989,910926,BFTC905_URINARY_TRACT,BROAD_DepMap,C0699885,no access
SU-DHL-16,SU-DHL-16; SUDHL16; SUDHL-16; Stanford University-Diffuse Histiocytic Lymphoma-16; DHL-16,CVCL_1890,C3457,1462,4.0,ACH-002307,SIDM00404,1331034,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,,no access
NCI-H1437,NCI-H1437; H1437; H-1437; NCIH1437,CVCL_1472,C3512,1019,7.0,ACH-000589,SIDM00734,687794,NCIH1437_LUNG,BROAD_DepMap,C0152013,no access
OCI-AML-3,OCI-AML-3; OCI/AML-3; OCI-AML3; OCI/AML3; OCI AML3; OCIAML3; Ontario Cancer Institute-Acute Myeloid Leukemia-3,CVCL_1844,C9154,1176,4.0,ACH-000336,SIDM00462,1290455,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0220615,no access
CAS-1,CAS-1; CAS1,CVCL_1117,C3058,248,1.0,ACH-000464,SIDM00212,910943,CAS1_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,Central nervous system; Brain (Glioma; Astrocytoma Grade IV; Glioblastoma multiforme)
Loucy,Loucy; LOUCY,CVCL_1380,C9142,856,4.0,ACH-000104,SIDM00342,907789,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279592,no access
SK-OV-3,SK-OV-3; SKOV-3; SK.OV.3; SKOV3; SKO3,CVCL_0532,C7978,74,8.0,ACH-000811,SIDM00079,905959,SKOV3_OVARY,BROAD_DepMap,C0279663,no access
SF-539,SF-539; SF-539; SF-539 BT; SF 539,CVCL_1691,C3796,68,1.0,ACH-000273,SIDM00083,905984,SF539_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0206726,Central nervous system; Brain (Glioma)
NCI-H847,NCI-H847; H847; H-847; NCIH847,CVCL_1596,C4917,1143,7.0,ACH-001365,SIDM01149,1240193,NCIH847_LUNG,CellModelPassport,C0149925,no access
JAR,JAR; Jar; JAr; JaR,CVCL_0360,C4646,679,32.0,ACH-001529,SIDM01039,907175,JAR_PLACENTA,BROAD_DepMap,C0349557,no access
BICR 22,BICR 22; BICR-22; BICR22; BICR-22 M; Beatson Institute for Cancer Research 22,CVCL_2310,C4648,193,23.0,ACH-000794,SIDM00485,1240121,BICR22_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0349566,
NCI-H441,NCI-H441; H441; H-441; NCI-H441-4; NCI-441; NCIH441,CVCL_1561,C5650,1113,7.0,ACH-000638,SIDM00925,908460,NCIH441_LUNG,BROAD_DepMap,C1335325,no access
OCUBM,OCUBM; OCUB-M; OCUB-1M,CVCL_1621,C4872,54,2.0,ACH-002179,SIDM00241,909256,OCUBM_BREAST,CellModelPassport,C0678222,no access
HCC1806,HCC1806; Hcc1806; HCC-1806,CVCL_1258,C40359,487,2.0,ACH-000624,SIDM00875,907047,HCC1806_BREAST,BROAD_DepMap,C1519485,Breast (Carcinoma; Ductal carcinoma; Squamous cell carcinoma)
