name,synonyms,cellosaurus_accession,disease_id,id,tissue_id,depmap_id,cell_model_passport_id,cosmic_id,ccle_name,expression_data,UMLS_CUI,Tumour_Location
DND-41,DND-41; DND 41; DND41; Dnd41,CVCL_2022,C7953,359,4.0,ACH-000981,SIDM00946,1297446.0,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279583,Not Found
DoHH2,DoHH2; DOHH2; DoHH-2; DOHH-2,CVCL_1179,C36080,360,4.0,ACH-000056,SIDM00981,906842.0,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,Haematopoietic and lymphoid (Lymphoid neoplasm; Diffuse large B cell lymphoma)
DOK,DOK; Dysplastic Oral Keratinocyte,CVCL_1180,C129863,361,23.0,ACH-002234,SIDM00540,910936.0,DOK_UPPER_AERODIGESTIVE_TRACT,CellModelPassport,,Upper aerodigestive tract; Mouth; Tongue (Other; Dysplasia)
DoTc2 4510,DoTc2 4510; DoTc2-4510; DOTC2-4510; DoTc2,CVCL_1181,C9039,362,24.0,ACH-001341,SIDM00864,906843.0,DOTC24510_CERVIX,BROAD_DepMap,C0302592,Cervix (Carcinoma)
DOV13,DOV13; DOV-13; DOV 13,CVCL_6774,C7700,363,8.0,ACH-001063,SIDM00969,1479987.0,DOV13_OVARY,CellModelPassport,C0948216,Not Found
DSH1,DSH1,CVCL_1182,C4912,364,17.0,ACH-002235,SIDM00970,753552.0,DSH1_URINARY_TRACT,CellModelPassport,C0699885,Urinary tract; Bladder (Carcinoma)
DU4475,DU4475; DU-4475; Du-4475; DU 4475; Du 4475; Duke University 4475,CVCL_1183,C4872,365,2.0,ACH-000258,SIDM01001,906844.0,DU4475_BREAST,BROAD_DepMap,C0678222,Breast (Carcinoma; Ductal carcinoma)
DV-90,DV-90; DV90,CVCL_1184,C3512,366,7.0,ACH-000925,SIDM01510,,DV90_LUNG,BROAD_DepMap,C0152013,No COSMIC ID
EB1,EB1; EB-1; Epstein-Barr-1,CVCL_2027,C27694,367,4.0,ACH-000877,SIDM00862,,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333427,No COSMIC ID
EB2,EB2; EB-2; Epstein-Barr-2,CVCL_1186,C27694,368,4.0,ACH-001064,SIDM00863,906846.0,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C1333427,Haematopoietic and lymphoid (Lymphoid neoplasm; Burkitt lymphoma)
EB3 [Human Burkitt lymphoma],EB3 [Human Burkitt lymphoma]; EB-3; Epstein-Barr-3; GM04679,CVCL_1185,C27694,369,4.0,ACH-002236,SIDM00793,906847.0,EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C1333427,Haematopoietic and lymphoid (Lymphoid neoplasm; Burkitt lymphoma)
EBC-1,EBC-1; EBC-1/original; EBC1,CVCL_2891,C3493,370,7.0,ACH-000563,SIDM00486,753554.0,EBC1_LUNG,BROAD_DepMap,C0149782,Lung (Carcinoma; Squamous cell carcinoma)
EC-GI-10,EC-GI-10; ECGI10; EC-GI,CVCL_1187,C4024,371,26.0,ACH-000305,SIDM00278,753555.0,ECGI10_OESOPHAGUS,BROAD_DepMap,C0279626,Oesophagus (Carcinoma)
ECC10,ECC10; ECC-10; ECC 10,CVCL_1188,C6764,372,16.0,ACH-000560,SIDM00280,906848.0,ECC10_STOMACH,BROAD_DepMap,C1333788,Stomach (Carcinoma; Small cell adenocarcinoma)
ECC12,ECC12; ECC-12; ECC 12,CVCL_1189,C6764,373,16.0,ACH-000225,SIDM00279,906849.0,ECC12_STOMACH,BROAD_DepMap,C1333788,Stomach (Carcinoma; Small cell adenocarcinoma)
ECC4,ECC4; ECC 4,CVCL_1190,C9383,374,27.0,ACH-002024,SIDM00069,,ECC4_LARGE_INTESTINE,BROAD_DepMap,C0149978,No COSMIC ID
EFE-184,EFE-184; EFE184,CVCL_1191,C7558,375,14.0,ACH-000435,SIDM01502,,EFE184_ENDOMETRIUM,BROAD_DepMap,C0476089,No COSMIC ID
EFM-19,EFM-19; EFM19,CVCL_0253,C4017,376,2.0,ACH-000330,SIDM01056,906851.0,EFM19_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
EFM-192A,EFM-192A; EFM192A; EFM192,CVCL_1812,C4872,377,2.0,ACH-000117,SIDM01002,1290798.0,EFM192A_BREAST,BROAD_DepMap,C0678222,Not Found
EFM-192C,EFM-192C; EFM192C,CVCL_1814,C4872,378,2.0,,SIDM01053,1290799.0,,,C0678222,Not Found
EFO-21,EFO-21; EFO 21; EFO21,CVCL_0029,C5228,379,8.0,ACH-000308,SIDM01052,911905.0,EFO21_OVARY,BROAD_DepMap,C1096638,Ovary (Carcinoma; Serous carcinoma)
EFO-27,EFO-27; EFO 27; EFO27,CVCL_1192,C5243,380,8.0,ACH-000936,SIDM01051,906852.0,EFO27_OVARY,BROAD_DepMap,C1335167,Ovary (Carcinoma; Mucinous carcinoma)
EGI-1,EGI-1; Egi-1; EGI1,CVCL_1193,C4436,381,28.0,ACH-001494,SIDM01050,906853.0,EGI1_BILIARY_TRACT,BROAD_DepMap,C0206698,Biliary tract; Bile duct (Carcinoma; Adenocarcinoma)
EHEB,EHEB,CVCL_1194,,382,4.0,ACH-000038,SIDM01049,906854.0,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,,Haematopoietic and lymphoid (Lymphoid neoplasm; Chronic lymphocytic leukaemia-small lymphocytic lymphoma)
EJM,EJM,CVCL_2030,C3242,383,4.0,ACH-000821,SIDM01048,1297447.0,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0026764,Not Found
EM-2,EM-2; EM2,CVCL_1196,C7320,384,4.0,ACH-000295,SIDM01047,906855.0,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1327920,Haematopoietic and lymphoid (Haematopoietic neoplasm; Blast phase chronic myeloid leukaemia)
EMC-BAC-1,EMC-BAC-1; EMCBAC1,CVCL_X486,C2926,385,7.0,ACH-002101,SIDM00048,1503369.0,EMCBAC1_LUNG,CellModelPassport,C0007131,Not Found
EMC-BAC-2,EMC-BAC-2; EMCBAC2,CVCL_X487,C2926,386,7.0,ACH-002102,SIDM00047,1503370.0,EMCBAC2_LUNG,CellModelPassport,C0007131,Not Found
EN,EN,CVCL_2034,C7558,387,14.0,ACH-000978,SIDM01045,1240127.0,EN_ENDOMETRIUM,BROAD_DepMap,C0476089,Not Found
EoL-1,EoL-1; EOL-1; EOL1; EoL-1-cell; EoL-1 cell; AML-EOL-1,CVCL_0258,C4563,388,4.0,ACH-000198,SIDM00277,906856.0,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0346421,Haematopoietic and lymphoid (Haematopoietic neoplasm; Chronic eosinophilic leukaemia-hypereosinophilic syndrome)
EPLC-272H,EPLC-272H; EPidermoid Lung Cancer-272H,CVCL_1197,C45544,389,7.0,ACH-000585,SIDM01044,753556.0,EPLC272H_LUNG,BROAD_DepMap,C1708778,Lung (Carcinoma; Squamous cell carcinoma)
ES1,ES1; ES-1,CVCL_1198,C4817,390,11.0,ACH-002103,SIDM00266,949158.0,ES1_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
ES3,ES3; ES-3,CVCL_1199,C4817,391,11.0,ACH-002104,SIDM00265,684055.0,ES3_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
ES4,ES4; ES-4,CVCL_1200,C4817,392,11.0,ACH-002105,SIDM00264,949156.0,ES4_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
ES5,ES5,CVCL_1201,C4817,393,11.0,ACH-002106,SIDM00263,684057.0,ES5_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
ES6,ES6; ES-6,CVCL_1202,C4817,394,11.0,ACH-002107,SIDM00262,949157.0,ES6_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
ES7,ES7; ES-7,CVCL_1203,C4817,395,11.0,ACH-002108,SIDM00269,684059.0,ES7_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
ES8,ES8; ES-8,CVCL_1204,C4817,396,11.0,ACH-002109,SIDM00261,949155.0,ES8_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
ESO-26,ESO-26; ESO26,CVCL_2035,C9296,397,26.0,ACH-001496,SIDM00539,1503366.0,ESO26_OESOPHAGUS,BROAD_DepMap,C1332166,Not Found
ESO-51,ESO-51; ESO51,CVCL_2036,C4025,398,26.0,ACH-001497,SIDM00538,1503367.0,ESO51_OESOPHAGUS,BROAD_DepMap,C0279628,Not Found
ESS-1,ESS-1; ESS1; Endometrial Stromal Sarcoma-1,CVCL_1205,C8973,399,14.0,ACH-000913,SIDM01043,907000.0,ESS1_ENDOMETRIUM,BROAD_DepMap,C0206630,Endometrium (Carcinoma; Carcinosarcoma-malignant mesodermal mixed tumour)
ETK-1,ETK-1; ETK1,CVCL_1206,C35417,400,28.0,ACH-002237,SIDM00276,906861.0,ETK1_BILIARY_TRACT,CellModelPassport,C0345905,Biliary tract; Bile duct (Carcinoma; Adenocarcinoma)
Evsa-T,Evsa-T; EVSA-T; EVSa-T; EVSA/T; Evsa T; EVSAT; EvsaT,CVCL_1207,C4872,401,2.0,ACH-001065,SIDM01042,906862.0,EVSAT_BREAST,CellModelPassport,C0678222,Breast (Carcinoma)
EW 7476,EW 7476; EW7476,CVCL_EQ72,C9145,402,11.0,,,,,,C0029463,No COSMIC ID
EW-1,EW-1; EW1; IARC-EW1; IARC-EW-1; IARC-EW 1,CVCL_1208,C4817,403,11.0,ACH-002110,SIDM00205,949163.0,EW1_BONE,,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-11,EW-11; EW11; IARC-EW11; IARC-EW-11; IARC-EW 11,CVCL_1209,C4817,404,11.0,ACH-002111,SIDM00203,684062.0,EW11_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-12,EW-12; EW12; IARC-EW12; IARC-EW-12; IARC-EW 12,CVCL_1210,C4817,405,11.0,ACH-002112,SIDM00200,949162.0,EW12_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-13,EW-13; EW13; IARC-EW13; IARC-EW-13; IARC-EW 13,CVCL_1211,C4817,406,11.0,ACH-002113,SIDM00621,949166.0,EW13_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-16,EW-16; EW16; IARC-EW16; IARC-EW-16; IARC-EW 16,CVCL_1212,C4817,407,11.0,ACH-002114,SIDM00198,949165.0,EW16_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-18,EW-18; EW18; IARC-EW-18,CVCL_1213,C4817,408,11.0,ACH-002115,SIDM00197,949164.0,EW18_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-22,EW-22; EW22; IARC-EW-22,CVCL_1214,C4817,409,11.0,ACH-002116,SIDM00196,949167.0,EW22_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-24,EW-24; EW24; IARC-EW-24,CVCL_1215,C4817,410,11.0,ACH-002117,SIDM00195,949168.0,EW24_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-3,EW-3; EW3; IARC-EW3; IARC-EW-3; IARC-EW 3,CVCL_1216,C4817,411,11.0,ACH-002118,SIDM00202,949161.0,EW3_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EW-7,EW-7; EW7; IARC-EW7; IARC-EW-7; IARC-EW 7,CVCL_1217,C4817,412,11.0,ACH-002119,SIDM00201,949160.0,EW7_BONE,CellModelPassport,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
EWS-502,EWS-502; EWS/502; EWS502,CVCL_S740,C4817,413,11.0,ACH-000279,SIDM01499,,EWS502_BONE,BROAD_DepMap,C0553580,No COSMIC ID
F-36P,F-36P; F36P,CVCL_2037,C3247,414,4.0,ACH-000487,SIDM01498,,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C3463824,No COSMIC ID
F5,F5,CVCL_V616,C3230,415,1.0,ACH-001067,SIDM01497,,F5_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C4012135,No COSMIC ID
FaDu,FaDu; FaDU; FADU,CVCL_1218,C4043,416,23.0,ACH-000846,SIDM00860,906863.0,FADU_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0280321,Upper aerodigestive tract; Pharynx; Hypopharynx (Carcinoma; Squamous cell carcinoma)
Farage,Farage; FARAGE; Farage OL; Farage Original Line,CVCL_3302,C36080,417,4.0,ACH-001498,SIDM00859,1297449.0,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,Not Found
FLO-1,FLO-1; Flo-1; FLO1; FLO,CVCL_2045,C4025,418,26.0,ACH-001500,SIDM01041,1503361.0,FLO1_OESOPHAGUS,BROAD_DepMap,C0279628,Not Found
FTC-133,FTC-133; FTC133,CVCL_1219,C8054,419,18.0,ACH-000903,SIDM00213,906864.0,FTC133_THYROID,BROAD_DepMap,C0206682,Thyroid (Carcinoma; Follicular carcinoma)
FTC-238,FTC-238; FTC238,CVCL_2447,C8054,420,18.0,ACH-000897,SIDM00228,,FTC238_THYROID,BROAD_DepMap,C0206682,No COSMIC ID
FU-OV-1,FU-OV-1; FUOV1,CVCL_2047,C105555,421,8.0,ACH-000574,SIDM01040,1240129.0,FUOV1_OVARY,BROAD_DepMap,C3642254,Not Found
Fu97,Fu97; FU97; FU-97,CVCL_2908,C4004,422,16.0,ACH-000633,SIDM00503,1290806.0,FU97_STOMACH,BROAD_DepMap,C0278701,Not Found
G-292 clone A141B1,"G-292 clone A141B1; G 292 Clone A 141B1; G-292, clone A141B1; G-292; G292",CVCL_2909,C9145,423,11.0,ACH-000082,SIDM00858,1290807.0,G292CLONEA141B1_BONE,BROAD_DepMap,C0029463,Not Found
G-361,G-361; G361; G361-mel; G361mel,CVCL_1220,C3224,424,10.0,ACH-000572,SIDM00857,906865.0,G361_SKIN,BROAD_DepMap,C0025202,Skin (Malignant melanoma)
G-401,G-401; G401; G 401,CVCL_0270,C8715,425,13.0,ACH-000096,SIDM00856,907299.0,G401_SOFT_TISSUE,BROAD_DepMap,C0854917,Soft tissue; Striated muscle; Kidney (Rhabdoid tumour)
G-402,G-402; G402,CVCL_1221,C3486,426,13.0,ACH-000375,SIDM00855,907298.0,G402_SOFT_TISSUE,BROAD_DepMap,C0086533,Soft tissue; Smooth muscle; Kidney (Leiomyoblastoma)
G-mel,G-mel; G-MEL,CVCL_W798,C3510,427,10.0,ACH-002121,SIDM00129,1240130.0,GMEL_SKIN,CellModelPassport,C0151779,Not Found
GA-10,GA-10; GA10,CVCL_1222,C2912,428,4.0,ACH-000162,SIDM00854,1303896.0,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0006413,Not Found
GA-10 clone 4,GA-10 clone 4; GA-10 (Clone 4); GA-10-Clone-4,CVCL_1224,C2912,429,4.0,,SIDM01252,906867.0,,,C0006413,Haematopoietic and lymphoid (Lymphoid neoplasm; Burkitt lymphoma)
GAK,GAK,CVCL_1225,C40329,430,10.0,ACH-002120,SIDM00543,910932.0,GAK_SKIN,CellModelPassport,C0241989,Skin (Malignant melanoma)
GaMG,GaMG; GaMg; GAMG; GA-MG,CVCL_1226,C3058,431,1.0,ACH-000098,SIDM01055,906868.0,GAMG_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,Central nervous system; Brain (Glioma)
GB-1,GB-1; GB1,CVCL_1227,C3058,432,1.0,ACH-000738,SIDM00581,687568.0,GB1_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,Central nervous system; Brain (Glioma)
GCIY,GCIY,CVCL_1228,C4004,433,16.0,ACH-000047,SIDM00274,906869.0,GCIY_STOMACH,CellModelPassport,C0278701,Stomach (Carcinoma; Adenocarcinoma)
GCT,GCT; Giant Cell Tumor,CVCL_1229,C4247,434,13.0,ACH-000835,SIDM00853,906999.0,GCT_SOFT_TISSUE,BROAD_DepMap,C3549501,Soft tissue; Fibrous tissue and uncertain origin (Undifferentiated sarcoma; Pleomorphic)
GDM-1,GDM-1; GDM1,CVCL_1230,C9154,435,4.0,ACH-000081,SIDM01057,906870.0,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0220615,Haematopoietic and lymphoid (Haematopoietic neoplasm; Acute myeloid leukaemia; M4)
GEO,GEO; Geo; HCT-GEO; HCT GEO,CVCL_0271,C4910,436,6.0,ACH-002394,SIDM00068,,GEO_LARGE_INTESTINE,CellModelPassport,C0699790,No COSMIC ID
GI-1,GI-1,CVCL_1231,C3796,437,1.0,ACH-000756,SIDM00273,906871.0,GI1_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0206726,Central nervous system; Brain (Glioma; Gliosarcoma)
GI-ME-N,GI-ME-N; Gi-ME-N; GIMEN; Gimen; Gimen1; Gaslini Institute-ME-Neuroblastoma,CVCL_1232,C3270,438,21.0,ACH-001344,SIDM00227,906872.0,GIMEN_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,Autonomic ganglia (Neuroblastoma)
GLC-82,GLC-82; Glc-82; GLC82; Gejiu Lung Carcinoma-82,CVCL_3371,C27677,439,7.0,ACH-001071,SIDM01939,,GLC82_LUNG,,C1334053,No COSMIC ID
GMS-10,GMS-10; GMS10,CVCL_1233,C3058,440,1.0,ACH-000102,SIDM01074,906873.0,GMS10_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,Central nervous system; Brain (Glioma; Astrocytoma Grade IV; Glioblastoma multiforme)
GOS-3,GOS-3; GOS3,CVCL_2050,C3058,441,1.0,ACH-000027,SIDM01635,,GOS3_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,No COSMIC ID
GOTO,GOTO,CVCL_1234,C3270,442,21.0,ACH-001716,SIDM00544,906875.0,GOTO_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,Autonomic ganglia (Neuroblastoma)
GP2d,GP2d; Gp2d; Gp2D; GP2D,CVCL_2450,C4349,443,6.0,ACH-000982,SIDM00536,,GP2D_LARGE_INTESTINE,BROAD_DepMap,C0338106,No COSMIC ID
GP5d,GP5d; Gp5d; Gp5D; GP5D,CVCL_1235,C4349,444,6.0,ACH-001345,SIDM00537,907291.0,GP5D_LARGE_INTESTINE,BROAD_DepMap,C0338106,Large intestine; Colon (Carcinoma; Adenocarcinoma)
GR-M,GR-M; GRM,CVCL_2451,C8294,445,10.0,ACH-001072,SIDM00468,,GRM_SKIN,,C0281361,No COSMIC ID
GR-ST,GR-ST; GRST,CVCL_1236,C9140,446,4.0,ACH-002238,SIDM01259,906877.0,GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0279584,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic leukaemia)
Granta-519,Granta-519; GRANTA-519; Granta 519; Granta519; GRANTA519; G519,CVCL_1818,C4337,447,4.0,ACH-000073,SIDM01058,1303897.0,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0334634,Not Found
GSS,GSS,CVCL_8876,C4911,448,16.0,ACH-000746,SIDM01511,,GSS_STOMACH,BROAD_DepMap,C0699791,No COSMIC ID
GSU,GSU,CVCL_8877,C4911,449,16.0,ACH-000485,SIDM01551,,GSU_STOMACH,BROAD_DepMap,C0699791,No COSMIC ID
GT3TKB,GT3TKB,CVCL_1237,C3493,450,16.0,ACH-002122,SIDM01231,907041.0,GT3TKB_STOMACH,,C0149782,Stomach (Carcinoma; Adenocarcinoma)
GTL-16,GTL-16; GTL 16; GTL16,CVCL_7668,C4004,451,16.0,,,,,,C0278701,No COSMIC ID
H-EMC-SS,H-EMC-SS; HEMCSS,CVCL_1238,C2946,452,11.0,ACH-001519,SIDM00535,907290.0,HEMCSS_BONE,BROAD_DepMap,C0008479,Bone; Extraskeletal (Chondrosarcoma)
H4,H4; H-4,CVCL_1239,C60781,453,1.0,ACH-000389,SIDM00852,907042.0,H4_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0004114,Central nervous system; Brain (Glioma)
H9,H9; HT clone H9; HT(H9); H 9; H-9,CVCL_1240,C9265,454,4.0,ACH-002240,SIDM01251,907043.0,H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0862196,Haematopoietic and lymphoid; Skin (Lymphoid neoplasm; Mycosis fungoides-Sezary syndrome)
HA7-RCC,HA7-RCC; HA7RCC,CVCL_1241,C9385,455,5.0,ACH-002139,SIDM00188,753558.0,HA7RCC_KIDNEY,CellModelPassport,C1861854,Kidney (Carcinoma; Clear cell renal cell carcinoma)
HAL-01,HAL-01; HAL01; HAL-1,CVCL_1242,C8644,456,4.0,ACH-002241,SIDM00289,949153.0,HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C4227542,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic leukaemia)
HARA [Human squamous cell lung carcinoma],HARA [Human squamous cell lung carcinoma]; KCC-C1,CVCL_2914,C3493,457,7.0,ACH-000843,SIDM00598,1240142.0,HARA_LUNG,BROAD_DepMap,C0149782,Not Found
HBL-100,HBL-100; HBL 100; HBL100,CVCL_4362,,458,2.0,ACH-002321,,,HBL100_BREAST,,,No COSMIC ID
HC-1,HC-1; HC1,CVCL_1243,C7402,459,4.0,ACH-002242,SIDM01073,907044.0,HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0023443,Haematopoietic and lymphoid (Lymphoid neoplasm; Hairy cell leukaemia)
HCA7,HCA7; HCA-7; HCA 7,CVCL_0289,C4349,460,6.0,,,,,,C0338106,No COSMIC ID
HCC-56,HCC-56; HCC56,CVCL_2917,C4349,461,6.0,ACH-000467,SIDM00597,1290907.0,HCC56_LARGE_INTESTINE,BROAD_DepMap,C0338106,Not Found
HCC1008,HCC1008,CVCL_1244,C4017,462,2.0,ACH-001514,,,HCC1008_BREAST,,C1527349,No COSMIC ID
HCC1011,HCC1011,CVCL_V675,C4524,463,5.0,,,,,,C0346249,No COSMIC ID
HCC1143,HCC1143; HCC-1143,CVCL_1245,C4017,464,2.0,ACH-000374,SIDM00866,749710.0,HCC1143_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
HCC1143 BL,HCC1143 BL; HCC1143-BL; HCC1143BL,CVCL_1246,,465,2.0,ACH-002378,SIDM00868,,HCC1143_MATCHED_NORMAL_TISSUE,,,No COSMIC ID
HCC1162,HCC1162,CVCL_V651,C7359,466,29.0,,,,,,C1153706,No COSMIC ID
HCC1171,HCC1171; HCC-1171,CVCL_5126,C3512,467,7.0,ACH-000578,SIDM01553,,HCC1171_LUNG,BROAD_DepMap,C0152013,No COSMIC ID
HCC1187,HCC1187; HCC-1187,CVCL_1247,C4017,468,2.0,ACH-000111,SIDM00885,749711.0,HCC1187_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
HCC1195,HCC1195; HCC-1195,CVCL_5127,C9133,469,7.0,ACH-000868,SIDM01607,,HCC1195_LUNG,BROAD_DepMap,C0279557,No COSMIC ID
HCC12,HCC12; HCC0012,CVCL_V719,C9385,470,5.0,,,,,,C1861854,No COSMIC ID
HCC1263,HCC1263,CVCL_V686,C5105,471,6.0,,,,,,C1319315,No COSMIC ID
HCC1319,HCC1319,CVCL_V671,C9385,472,5.0,,,,,,C1861854,No COSMIC ID
HCC1359,HCC1359; HCC-1359,CVCL_5128,C4452,473,7.0,ACH-000901,SIDM01606,,HCC1359_LUNG,BROAD_DepMap,C0345960,No COSMIC ID
HCC1395,HCC1395; HCC-1395; SCC-1395,CVCL_1249,C4017,474,2.0,ACH-000699,SIDM00884,749712.0,HCC1395_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
HCC1419,HCC1419; HCC-1419,CVCL_1251,C4017,475,2.0,ACH-000277,SIDM00882,907045.0,HCC1419_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
HCC1428,HCC1428; HCC-1428,CVCL_1252,C5214,476,2.0,ACH-000352,SIDM00881,1290905.0,HCC1428_BREAST,BROAD_DepMap,C0858252,Not Found
HCC1438,HCC1438; HCC-1438,CVCL_L088,C4450,477,7.0,ACH-000891,SIDM01605,,HCC1438_LUNG,BROAD_DepMap,C0345958,No COSMIC ID
HCC1482,HCC1482,CVCL_V591,C4029,478,29.0,,,,,,C0279672,No COSMIC ID
HCC1493,HCC1493,CVCL_V592,C5214,479,2.0,,,,,,C0858252,No COSMIC ID
HCC15,HCC15; HCC-15; HCC0015,CVCL_2057,C3493,480,7.0,ACH-000878,SIDM01072,1240143.0,HCC15_LUNG,BROAD_DepMap,C0149782,Not Found
HCC1500,HCC1500; HCC-1500,CVCL_1254,C4017,481,2.0,ACH-000349,SIDM00879,1303900.0,HCC1500_BREAST,BROAD_DepMap,C1527349,Not Found
HCC1534,HCC1534,CVCL_V595,C3512,482,7.0,,,,,,C0152013,No COSMIC ID
HCC1569,HCC1569; HCC-1569,CVCL_1255,C4017,483,2.0,ACH-000930,SIDM00878,907046.0,HCC1569_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma)
HCC1576,HCC1576,CVCL_V597,C9325,484,30.0,,,,,,C0206686,No COSMIC ID
HCC1588,HCC1588; HCC-1588,CVCL_A351,C3493,485,7.0,ACH-001078,SIDM01820,,HCC1588_LUNG,BROAD_DepMap,C0149782,No COSMIC ID
HCC1599,HCC1599; HCC-1599,CVCL_1256,C4017,486,2.0,ACH-000196,SIDM00877,749713.0,HCC1599_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
HCC1806,HCC1806; Hcc1806; HCC-1806,CVCL_1258,C40359,487,2.0,ACH-000624,SIDM00875,907047.0,HCC1806_BREAST,BROAD_DepMap,C1519485,Breast (Carcinoma; Ductal carcinoma; Squamous cell carcinoma)
HCC1833,HCC1833; HCC-1833,CVCL_5129,C3512,488,7.0,ACH-000712,SIDM01604,,HCC1833_LUNG,BROAD_DepMap,C0152013,No COSMIC ID
HCC1897,HCC1897; HCC-1897,CVCL_V578,C3493,489,7.0,ACH-001079,SIDM01814,,HCC1897_LUNG,,C0149782,No COSMIC ID
HCC193,HCC193; HCC0193,CVCL_5130,C3512,490,7.0,,,,,,C0152013,No COSMIC ID
HCC1937,HCC1937; HCC-1937,CVCL_0290,C4017,491,2.0,ACH-000223,SIDM00874,749714.0,HCC1937_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
HCC1954,HCC1954; HCC-1954,CVCL_1259,C4017,492,2.0,ACH-000859,SIDM00872,749709.0,HCC1954_BREAST,BROAD_DepMap,C1527349,Breast (Carcinoma; Ductal carcinoma)
